pv_id,global_user_id,time,declaration
h0sw26v8ekgekgekg,1332799832687.953572,1333937829655,Were the heck is UNITED STATES OF AMERICA???
hcoj147v4ml1wlo,1359793121950.610490,1359795457606,Does a UK size 12 really equal a Swedish size 38?
be22be25-184a-11e1-a29c-ad82b85494d1,1322324425651.164ac36c57fc,1322324438989,Photos are not 100%
hcxj9h2h665aic,1360339835659.98762,1360340034483,think the Archive part is not updated enough and most items within the Archive section are the same price when they were in season.
h4l5ov5tdp822mq,1342177266858.915283,1342177342195,I am not impressed that I ordered a top and I wasn't given a reason to why it wasn't arriving.
h0mmji7qekgekgekg,1333558463958.657071,1333558987190,In need a Euro price!!
h639b7fmgdv6cv,1345448473518.170104,1345448796702,having more selection and increasing the speed because customers dont like to wait.
hd76b3zce59z9bw,1360922437222.32977,1360922850452,I have tried and tried to place an order
h84k9mopyatbla,1349880516522.3902e6afb272,1349881174130,try to put sale option also so that normal people will go thru it.thanq
hbyipjbyynegjx8,1358222421154.981706,1358222889389,Have the clothing on models so customers can see how the garment fits!
10,ts1320157334480,1320157334480,a wish list
h1diiulwekgekgekg,1334751326347.719642,1335185219564,Try to make it before June.
h3dp784a0jrqwr,1338945810099.12846,1339549573640,Adding a section where you can have a wishlist of items would be great.
hb8feho15a5imf,1356441843324.468682,1356645373963,You could improve on the layout.
gm2l9xvihd1mp1plq,1301871173235.421166,1333488225360,I don't speek inglish.
h7rz7293cs0za3,1349119662703.64d0d5314f9e,1349120779106,360 view of the items
gznxxkeizxoxnekp5,1331053131012.2013376fe4d8,1331461840983,Postage is ridiculously expensive.
h3d3w8ruqvussc,1339511658546.d724c4844b9a,1339513812777,advertising items and not having the link from the magazine to buy it surely this is the point sold out or not
h7dnqj0ys3qy1q,1348253931797.147216,1348254231246,nothing it's great :-)
hemyls4xb70g02a,1364052512592.742890,1364054362504,i like the way it is formated
h71tr45g8dac7s,1347538438342.276784,1347538769373,Easy to nagivate round the site.
ha94ajngcl1b1ox,1354509547961.32297,1354509936451,A sale page would be nice!
h87ghjgb6x8ucl,1350055944935.630353,1350056354249,the time it takes to do a exchange took from the 9th til 27th and delivery could be quicker as most places com by 3 days latest for free
h1qw6uhoekgekgekg,1316947173601.642072,1335993746921,the site is very good and would not change a thing xx
h16dda0xekgekgekg,1334752014497.463367,1334752855861,GOT A CODE AND WONT GO THROUGH
hcbw7z1fjs3sj5b,1359021808535.625878,1359031501802,It s a bit slow otherwise good.
h80kqxxq7pnmup,1349639133987.80a6b49ca459,1349640195757,make your things cheaper.
2ed69b08-45e1-11e1-b83c-07321d7ae64b,1327336333946.297961,1327337041524,I don't know how to register on the site/log in;
hd3gza8emebw2mu,1360698853223.47158,1360699170640,STOP PUTTING CRAZY PRICEZ ON TINGS DAT SHUD CHEARER?
h4l9sq2cgnw8ipkqs,1326146778720.645f989ee77b,1342184296621,Just a thought :)
h378ng9sekgekgekg,1339158893260.780666,1339159138749,I recently waited just short of a month and after several emails chacing up was told my order was cancelled.
h0sji75pekgekgekg,1333916505472.898036,1333916743516,It would be very helpful if you said what length your trousers are.
heyjbkdc9dyao07i,1364753604270.161933,1364754240858,Don't you ship to the US?
hf2o97p5x94e7e,1365003647036.932018,1365004262789,explain better what to do if an item of stock is out of stock!
h0hcmn94ekgekgekg,1331859245802.663258,1333241032705,Give free inventory to Lucas Rivers
hff9yecupz561,1365766043668.436880,1365766728269,nice iteams
hc58s4klu73p536,1354472064833.943171,1358629289117,um well wayyy tooo expencive cut down plez
h4d6xn61qjthcb,1341695460488.416234,1341695661877,make the van shoes cheaper
hcti0aae3nhdyp,1360095929966.57169,1360005194621,make it bloody cheaper
h09ik0ouekgekgekg,1332765799861.709410,1332766304948,I like the shoes
hbijdor16tq8yf,1357256004238.493975,1357256566994,i love the seperate sections because there well put in order and theres nothing bad about it!
h524d5mbnsbu4h,1343202532037.594341,1343203067250,zoom feature on individual items.
5fe69daf-24e7-11e1-8a28-c91c037b2d19,1321294090206.810409,1323711401051,I'd like to be able to check if I can buy the items I'm looking at online in my local store.
hahbdqix20uqp5,1316956916436.759540,1355005687991,love the fact that u can check you local store for stock availability!!!
hb5ebhuk8m7a7mi,1356461758850.957571,1356462006269,price could be improved.
h9513gnk34638ie,1352085493886.584842,1352086153016,Make US deliveries
hbv7qm6any2bs7u,1353786559857.569158,1358023222177,It's taking forever to get to the checkout
hacsak1saq9x8hw,1352941829191.124157,1354731775449,why is it in pounds if i'm on the canada site?
hassbfy3yr97t6,1355698915774.866519,1355699303646,Need a juniors section for girls
h60xh12h5jhczb9,1343747763291.299748,1345307798589,i love the site!!!!
h7l0zayao5er9lp,1348699668169.889197,1348699822835,beautifull
h6f9660ltvafj05b,1346173812720.151469,1346174059944,I really like the desgine of your jackets!
hc1nkvqir91eto6,1354013401380.361050,1358412324743,INSIDE LEG LENGTH ON 3/4 OR CROP TROUSERS AND ALSO TROUSERS IN GENERAL WOULD BE VERY USEFUL
hbnwshth5zj8k1j,1357581000475.319599,1357581348513,Have size S available otherwise what is the point?
h0mhspafekgekgekg,1333550580806.743216,1333464744619,i think its great.
h280wfptpchi352,1315507911657.176779,1337026048424,wont accept my gift card
ha1926lqrpp7l6,1348952443202.991683,1354034398274,the prices are expensive
h6qglf2jrcr9e77,1346845612932.667819,1346851489727,More bunnies.
h6da1mhbsnsmd4j,1346054275209.851739,1346054476353,more pictures of items of clothing.
h7rmlhli3p792ln,1333455414482.920926,1349098682983,let you sort shoes in price order
haybtm2bki2o7ol,1356034313978.218731,1356034417476,Models of differing sizes wearing the clothes.
heiwcjlbbdlmgl,1363808456799.627731,1363808426871,more clothing items
h73jh1s6y16rta,1347641698564.599230,1347642461424,TO BE ABLE TO DELIEVER TO THE STORE AND PICK UP YOURSELF
h7fy99k1zlc2ds9,1346698487674.e07f9fbc8ab4,1348392937702,I love chicken breast
hb3xqxiwq7sl2p5,1332515344758.914070,1356373634400,It is easier for the consumer to see the product on the catwalk and on a real model in order to understand how the cloth/product will fit.
h15hqb8fekgekgekg,1333933590283.585832,1334699840061,Could you please change the telephone details that we have to supply.
h4mi4mpwjv55b84,1342258287280.17c2d420b4b5,1342258847843,my mam is looking for a 3 piece  sofa 2 chairs recliner in fabric
h6qgd6vx4upalg570,1346851070517.4fe72aec67e0,1346851312171,can you have a search option to view new arrivals
hah3vkef36eaefve,1347044757128.708420,1354993484983,justin bieber
h6flmgqf6wa3h51z,1346194627604.230793,1346194945960,There does'nt seem to be a back to school section visible...
h296ppp9amd3nq,1337099750542.1ff3c09858ac,1337099867042,You provide no size dimensions.
h23ptcytekgekgekg,1336769071046.139759,1336769130707,have more size 5's in stock!!!
h59zz2eq84s10g,1341182205345.809330,1343679390277,i think the site is really nice and easy to use your doing a good except shipping to united states and Canada is needed
hdg5nqff4sg484u7,1361465591044.562704,1361465963721,i like that you have many options for clothing.
h0o0psnbekgekgekg,1333643161656.9987b264a928,1333643307942,WELL DONE xx
hajj2cfctipx89h,1355139444575.378563,1355139571510,good sale.
hb6awx6pnr75tz,1356516518144.486774,1356516622285,to improve it would be good if you could 'save items for later' as you can on asos.
h9ykjo4ign2r9op,1353871934754.773457,1353872332505,Check out process failed.
03c5849f-2d08-11e1-8f7c-993f96ed24e2,1323128068379.568178,1324605661502,cheaper express delivery.
hawl8c2c8drt8z,1353431018368.489508,1355929608247,It would be great if there were actual people modeling the merchandise; it's difficult gauging a garment's fit when it's just on a bust / mannequin.
hfe9y52vs0w43t,1365704691999.210759,1365705885193,your websites so slow....................................................................................................................................
9dec8ea0-6c8d-11e1-9878-d7f1441c0af1,1319892268290.e1ecc14e2526,1331589167987,do not show out of stock items
hc3mkh6m5e5n2gt,1358531183561.635349,1358531394513,Top is displayed on model -
hbqyzbawd2nd6dw,1337083541305.717562,1357766287948,IT DOESNT WORK!!
h69e4gd5e0aktv2,1345818836502.646401,1345819585428,I don't like that the Canadian Dollar price for your T-Shirts is almost $10 more than the British Pound price.
h5uv8s7heb675bql,1344941063422.1d12bb526b94,1344941259038,Seems fine for the limited time I have been on it haven't found it yet
h8ujht1f3gaw2bb,1351451720117.11555,1351451850700,It is very helpful and I cant think of anything to make it better :)
hb1ff7xn3lwyzd74,1356221680064.786871,1356222007465,there is nothing to improve on.
dd4081c0-2a2e-11e1-a9db-4f66682d780b,1318449291747.037896762bd5,1324291771204,Please list the prices in GBP that would help me to decide whether to purchase.
124,ts1320157334480,1320157334480,The clothes are wonderful!
hbjge9l5gz748bc,1357311792135.360066,1357311837317,fajar frastiaji
haa3err4fu4hdo4,1354568978391.309683,1354569112659,try not tho put the list to near to the sheo as it is then hard to acsses
h5xapg73cof8oa,1345081263237.0c31ca390d77,1345088203500,make your clothing cheaper to widen yourrange of customers.
hdp2tryzj8laar,1353941822497.605217,1362091724646,get a chat service to help customers out like schuh does.
h3fug66izh12dx,1339677866962.0075c2e322c9,1339679505100,Otherwise I like the site.
hek2k7ypikdatu0,1360757923038.92685,1363879313136,Include Easter eggs in the gifts
h4d0j88w85bw1c8,1321202167367.565154,1341684934321,Easy to find products
h5rzxe1a51v3dr0,1344767411887.258743,1344767772356,Improve on: having an option to search by size
h2hu9vawekgekgekg,1337623076475.308520,1337623190630,how it used to be !
66d35857-20e2-11e1-8cfa-f36df55b8ee7,1323263297703.648379,1323270584790,the website is quite slowly to open the photo...
h1amjzgnekgekgekg,1325599231060.756363,1335010159457,I like it a lot
babc026a-4dd2-11e1-81bb-a703de262fef,1326740143405.309106,1328210656323,put more shoes on your website
hbl2agf8e7c5p64vy,1356874492664.330666,1357409075438,love the variety
hc6hoyz6wg38ob,1358704477390.969825,1358704907330,On the face page this purse was listed at $580.00 and on the site $841.00.
habfqqh7ur6fddj,1322848841714.350129,1354650265064,bring back old popular items
h3q31qntekgekgekg,1337806933546.845972,1340298403741,hello;
h8slb5vaoj66br3,1351333596503.301392,1351334080196,Enlarged images when you hover over an image like Google Images still within the same search page instead of having to go into the description of each shoe.
he47xxych2bqavz,1339066291765.90cf6e57463f,1362921058271,I like how its set and how its easy to find whatever you're looking for!
585994e9-6761-11e1-b35d-159acc14b001,1331019228633.591770,1331020644375,I NEED MY STUDENT DISCOUNT!
h3t3noqc30nlmew,1327936688401.1f6a269fffba,1340481511794,have prices in euro
hcc9udu7736w6dw,1359047138337.469102,1359054324021,Be cheap.
h8x2wt6k52gmsy,1351603759944.432808,1351605430704,Links to the actual boots used in advertising- in the banners etc because I can't find the ones I like which you have pictured!
h9d8gih661f7e9,1352404928364.589759,1352582149373,improve on the prices!
hclm3su52eqohf,1353401538976.713193,1359619198690,Everything is too expensive for what it is.
h0avdzorekgekgekg,1331737051928.444496,1332848239397,I like the option to give instructions on where to leave the package and to be able to chose when I want it delivered.
h0ifzcceekgekgekg,1333305941688.8f932d28e784,1333306128389,Your delivery costs are a joke.
hcs82nqho3vgazq,1337044734060.93897faeb74d,1360019104063,your pricing option is too precise
hfgfr4riel6p7adc,1365836032243.749578,1365836497608,Having a currency converter.
h4vf5xi13ni0d6c,1342797774058.80092,1342798073366,the site was easy to use
haiism9l16wr9j,1326381275971.785324,1355078655503,I want to see the clothes on mannequins!
hbxlku5l4m1d07,1358166897781.460460,1358167177074,can you supply long stemmed white and yellow roses and white calla lillies in a vase for aspecial birthday ?
h1x1u5z1ekgekgekg,1336365596361.721617,1336366054323,Apart from that everything on here is fantastic.
hdxchsnld2qnjv,1362505182064.947732,1362505373848,when it comes to pale tops make the background a different colour because you cant see the top clearly!
9e02196a-4865-11e1-8c53-1575b5ff181b,1327613516524.564924,1327613803670,Would it be possible to have the web page save your size so that when the page refreshes it keeps your size?
haogis1kuemthi,1355437542316.277194,1355437567639,not so difficult to get to canada website
hd20h269xi2zvg,1360610619638.524926,1360610703021,the cup sizes of your bikinis should be on here
hew58ft7cw9d98bi,1364609269874.190037,1364609498890,not enough dwarfs
h7ccfwhdiaacsz,1348174202062.203817,1348175207522,:-) thank you
h8ipnm32dm4f1cj1,1340283429819.463315,1350743885913,I absolutely love it and try to come on at least once a week!
h0gmh5ujn4hihvkp1,1325618150930.62642,1333196058662,????? ?????
h1ff8xbwekgekgekg,1335300045312.111772,1335300252477,good site easy to understand and find what you are looking cor
h9omt2lrcu0ccg8,1353271078221.396879,1353271558238,i like most of the shoes
h728uzvjr370xw,1347563742464.e0bd5f3c0c45,1347564122494,I think the site is okay as it is.
hfmyc2gsxvc43,1366230256203.530563,1366230449940,add some competitions
h9l4bd42m8p6b9w,1353058350207.162194,1353059251837,When locating item required at a particular store online very frustrating to find it is no longer available when contacting store direct.
288,ts1320157334480,1320157334480,i would like more products brought onto the website
hbs0c2q5v0ntra,1357828996154.967499,1357829042667,Ladies shoes size range up to size 9
h4x7a5wx5ie5nsvq,1342905385779.530535,1342905651910,the website is awful.
h6pepoykjhy78n,1346787853647.366517,1346787947313,No idea what i like cos this popped up the second i got here.
h2aop43s1ocoicjq,1321910116505.800258,1337190543413,It was a pleasure to look around the site and I think it is fine as it is !
h0jilv7cekgekgekg,1333369798746.641248,1333371209371,CHEAPER CLOTHES PLEASE
hckbdlat7jc3p5,1356979802375.904192,1359540663052,great clothing and prices
hdt40v5m8w8gd48,1316277049428.401680,1362249229217,same product
h1z73nfsekgekgekg,1336495580786.928282,1336495909195,maybe add a bit that tells you what shoes would look good with what out fit.
hdmvkzznzz2gh2pm,1361872140141.586566,1361872458146,i can not find a search option to search for the particular flower i am looking for.
h2ght7jlekgekgekg,1337541694751.2a15ca5817b3,1337541778815,Add an option to sort by price; both low to high and high to low.
h58q9v0r9uek8d,1343602248984.138869,1343602604073,Its too exspensive :(
haedazczzb683yk,1354827077934.580580,1354827643601,i like the site it was simple and easy to use
haw91fsosf05ok,1340885427609.840720,1355908758332,I loved it when the site would suggest how to wear pieces and with what etc.
adbc6f22-1ced-11e1-abce-05a175759f5f,1322834278576.388799,1322834430981,i dont like out of stock products xD
h5ioobimy17ymc,1344202451500.930016,1344204801711,A price range bar would be helppful.
h26tkq4e59ctbjbz7,1336956827053.d9cbed88b85b,1336957424544,putting prices DOWN!!!!!!!
hd3adwerscfyo0,1353668465216.289658,1360687829890,absolutely rubbish
hafrv8ms78mh60,1350732191241.898363,1354912466440,To have bigger sizes 18+ it seems to be always such small sizes which puts me off from buying for you.
hb3yexs7jmg3cy,1356374591251.360651,1356374689925,clothes on models!!!
h8ypi40kzuo9at,1337334983725.387120,1351704244264,I think it would be better if I could use my gift card online as I hardly buy anything in store and there are more clothes on the site than in store.
hbxgx0980agdv7d7,1353346171684.669515,1358159303788,the phone at this store is always engaged I am unable to contact them.
hamj57mzzh44ha7,1355320971537.246316,1355321044501,STOP!!!!!
hf9vbrtcm45c2d6,1365336007391.645833,1365439507055,Your prices are ridiculous..everyone always waits for sale..
h84x6i1j9omvn7e,1349902405603.162906,1349902695250,you are great
hds8z19az8tz3rx,1362196982904.793695,1362198120380,Maybe add some US or Canadian dollars as well for international shoppers.
hckqatl92h4iwbs,1359565552274.56988,1359565979795,A Search Engine?
heb6plr0gjoqnh,1362340741621.606641,1363342399558,prices -cheaper pls
h2w6nw1aytoe1e,1338490416512.232084,1338490766099,don't beat around the bush
hdhqclisn6b4ftt,1361560727395.788041,1361560665258,Internet
h1vv07ujekgekgekg,1334950121684.527176,1336294032072,let me remove an item from my bag!
hb5ewdm15pt3demc,1336590951994.40121,1356462832646,i like chicken
h8bfd2t7y8b7coa,1350234025298.91219,1350296335887,more sizes available as size 10 in clothes and size 5 in shoes is sold out in a lot of items i would have purchased
h4jqmxpit04zk7,1342090446403.956328,1342091621463,Free shipping!!
h81zm3p5djbmzg,1344205056903.1611789edde3,1349733355651,could do with some sales the prices are over the top.
hawng1y4zm0l2,1355931173096.890352,1355933149210,I liked that next day delivery was free and that I didn't have to sign up to an online account for a one off purchase.
