"99","i strongli advis you includ some countri among the list of place you ship to becaus i wan na get someth from your site bu becaus my countri is not among i ca nt order it","Delivery"
"100","lower your price","Price"
"101","free deliveri for europ countri just like asps","Delivery"
"102","blous","Products"
"103","pleas reduc the price","Price"
"104","awesom ","None"
"105","make deliveri cheaper     ","Delivery"
"106","p  p too expens","Delivery"
"107","get rid of the annoy danc ladi banner","Images|Navigation"
"108","improv your custom servic        ","None"
"109","site is great","None"
"110","id would live if u could post the us dollar amount of everi item ","MoreFunc"
"111","make deliveri free to uk in store to be collect ","Delivery"
"112","have a email us when it back in stock","Stock|MoreFunc"
"113","i love you site ","None"
"114","is stipend","None"
"115","make your item cheaper","Price"
"116","make your price lower pleas ","Price"
"117","i think u could search the cloth by brand to improv x","MoreFunc"
"118","make the price cheaper","Price"
"119","more band shirt   ","Range"
"120","noth ","Navigation"
"121","brilliant  i am press how well the site is arrang ","Navigation"
"122","we sell start from 1952 bag and shoe the best in the world  gucci prada gavott venetian fend jimmi chew dole  banana salvator ferraro mulberri burberri relin chloe  tod s hogan  ","None"
"123","no tax from usa to europ","Delivery"
"124","lower your price i cant afford ani of thi  ","Price"
"125","love everyth","None"
"126","do a valu rang or a teen afford one","Price|MoreFunc"
"127","how to log on is a nightmar","Latency"
"128","i font think much of thi site you should take a few step from aspscom websit ","None"
"129","newslettervouch incent","Price"
"130","lower the price","Price"
"131","restock item quicker","Stock"
"132","mod cloth ha it and it s veri handi ","MoreFunc"
"133","i would like to order shoe","Products"
"134","give me a free pair of jean would be a big improv ","Price"
"135","good site ","Navigation"
"136","lower the price","Price"
"137","if i think of someth that would improv it i will let you know  ","None"
"138","i like that it show you how much you re save on some of the sale item and i like your shoe ","Navigation"
"139","awesom ","None"
"140","bring back nich blazer high vintag in black pleas","Range"
"141","canadian price","MoreFunc"
"142","more sock","Range"
"143","too expens  ","Price"
"144","thu persuad peopl to buy it ","None"
"145","i love it all  3","None"
"146","thi pop up is annoy ","Navigation"
"147","howev the websit is well design and easi to use ","Navigation"
"148","pipe down dose price man","Price"
"149","be abl to sort shoe my price order","MoreFunc"
"150","it is good enough  d","None"
"151","lower price ","Price"
"152","i ve had a lot of troubl tri to check out ","None"
"153","cdc","None"
"154","price","Price"
"155","all cloth have size 4 like miss self ridg","Size"
"156","the site is veri well present and organ ","Navigation"
"157","pleas   44  start ship to croatia  ","Delivery"
"158","get more shoe  ","Range"
"159","the price is quit dear and i am look for some 30 onc that are good qualiti these are veri popular at my school and i just want to fit in xxx","Price"
"160","i ca nt get student discount onlin shop which is not fair ","Navigation"
"161","clear inform","Navigation"
"162","the site is perfect","None"
"163","i love the cloth","Products"
"164","price","Price"
"165","mayb do smaller bra size   and have more pictur ","Images|Size"
"166","it s veri funni and beauti ","Navigation"
"167","lower the price  ","Price"
"168","more stock","Stock"
"169","show more pictur of the cloth on model so the custom can get a better idea of what it look like when worn   44  and lower your price ","Price"
"170","you click on a pictur you like think thatch what you get","Stock"
"171","love what you do display  ","Navigation"
"172","need more bridal","Range"
"173","the best thing you could do to improv your websit it to not have to actual click on the cloth item to be abl to put it in your basket ","MoreFunc"
"174","simpl and easi to navig","Navigation"
"175","lower postag fee s ","Delivery"
"176","more rang of cloth on boy","Range"
"177","ship to lebanon","Delivery"
"178","it would be nice to have more stock in my size and more vari in swimwear","Range|Size"
"179","seem ok ","None"
"180","lower the price becaus peopl may like then","Price"
"181","be abl to pay with a gift card","MoreFunc"
"182","do it in pound       ","MoreFunc"
"183","i would like more option for brows ","Navigation|MoreFunc"
"184","would be great if you could check stock in irish store also ","Stock|MoreFunc"
"185","to see the collect and view websit befor you ask me thi question ","None"
"186","i overal realli like the site ","Navigation"
"187","make it cheaper","Price"
"188","free deliveri like asp ","Delivery"
"189","we u go back mayb on a top that i like","None"
"190","make item more cheaper and be abl to not use 100 pound to buy thing make it like 50 pound","Price"
"191","student id discount ","Price|MoreFunc"
"192","love your site becaus the cloth are good qualiti and a reason price you can improv your sight by put cloth on model which we can see how they look ","Images|Price|Products|MoreFunc"
"193","not enough to brows for inspir ","Range"
"194","quicker deliveri ","Delivery"
"195","beauti web page ","Navigation"
"196","more promot offer","None"
"197","it nice and simpl","Navigation"
"198","love your site ","None"
"199","i like that thing that cloth popup when the mous is on it ","Images|Navigation"
"200","you need to start offer full refund like everi other shop ","MoreFunc"
"201","i like be abl to view item from all differ side ","Navigation"
"202","i honestli have no complaint  d","None"
"203","it good","None"
"204","i d like the wish list facil to come back pleas ","MoreFunc"
"205","a quick view option so you do nt have to scroll all the way back down the page to find your spot ","MoreFunc"
"206","mi sti abl to save your pic  ","Latency"
"207","stop these popup ","Navigation"
"208","i love thi site","None"
"209","you are alreadi perfect ","None"
"210","make it cheaper pleas co i ca nt afford that much be a student and all ","Price"
"211","make thing cheaper","Price"
"212","a good site  the onli downsid is that it slow down when one choos the view all  option","Latency"
"213","your site is pretti much awesom and veri easi to use ","Navigation"
"214","it amazingmor photo","Images"
"215","get more stock when sold out  rebel raglan by rebel republ pleas","Stock"
"216","australian dollar on all product pleas","None"
"217","noth","None"
"218","too mani option on brand which make it look more messi on the side","Range|Navigation"
"219","i like everyth about thi websit  3","Navigation"
"220","make deliveri charg cheaper","Delivery"
"221","i like how everyth is set out so you see all the necessari inform eg ","Navigation"
"222","i think it s great as it is ","None"
"223","so easi and quick ","Navigation"
"224","i love the cloth","Products"
"225","love tall","None"
"226","i like martini","Products"
"227","make the price cheaper and stop make stupid grung  cloth","Price|Products"
"228","i like how you have most item onlin ","Navigation"
"229","all the accessori","None"
"230","pleas start accept laser card i would order way more if i could pay with laser","MoreFunc"
"231","ha my order been accept for deliveri","Delivery"
"232","price  i would actual buy thing if they were cheaper","Price"
"233","give more accur measur of item ie ","MoreFunc"
"234","add unit state to ship dammit ","Delivery"
"235","paypal ","MoreFunc"
"236","get cheaper shoe","Price"
"237","when enter a password to track my order i got a page say warn you do not have permiss to view thi page ","Navigation"
"238","it would be nice if you can see right away which size and color rare avail through a mous over ","MoreFunc"
"239","fuck you restock your shit faster   ","Stock"
"240","get more kid footwear","Range"
"241","save our bag if we forget our password ","MoreFunc"
"242","all is great ","None"
"243","updat the number of countri were a store is locat","MoreFunc"
"244","i found the site clear and easi to use ","Navigation"
"245","thi is the first time of use the site ","None"
"246","lower price","Price"
"247","it s perfect","None"
"248","which shop stock matern on store locat","Range"
"249","you ca nt chang your email address onc you have an account","Navigation"
"250","everyth","None"
"251","color of dress match color select ","Images|Products"
"252","price ","Price"
"253","onc i ve ad someth to my basket it should be easyobvi how i get back to the same point i wa at ie ","MoreFunc"
"254","lower your price","Price"
"255","love99disney","None"
"256","better cloth","Products|Range"
"257","give uk price in  s","MoreFunc"
"258","dunno  cloth a bit bore and uninspir ","Products|Range"
"259","i like the new checkout ","Navigation"
"260","wishliiiiist   ","MoreFunc"
"261","you should probabl directli put pictur of your sale  ","Images"
"262","mi poor","Price"
"263","pleas shipment to korea","Delivery"
"264","everyth   ","None"
"265","i do nt know ","None"
"266","bye bye","None"
"267","easi to use","Navigation"
"268","where can i find my statement as you email me everi month and i still can not see it","Navigation"
"269","it make me not want to shop here ","None"
"270","make it easier to find the item of cloth you are tri look for and make the size guid for the cloth clearer and easier to find ","MoreFunc"
"271","email when back in stock option would be appreci ","MoreFunc"
"272","i like navig ","Navigation"
"273","quit annoy ","None"
"274","also to make life even easier return websit good to your store ","MoreFunc"
"275","i like the choic and absolut hate the interrupt as i tri and shop ","Range"
"276","more color for each product ","Range"
"277","more sale","Price"
"278","make sure the stock level are updat regularli","Stock"
"279","i m tri to loin","Latency"
"280","the site is perfect","None"
"281","lower your price ","Price"
"282","navig","Navigation"
"283","make the item cheaper ","Price"
"284","indic ship inform and ship statu accord to the order","Delivery"
"285","option to send an order to a specif store rather than deliveri ","Delivery"
"286","think is great  everyth to make shop easi ","Navigation"
"287","search facil for eh v neck jumper","Products|Navigation"
"288","i like how the websit provid inform on store in which item are avail   44  as for exampl i know i can not order a dress i like onlin as my size is not avail","Navigation"
"289","can not travel so much now as i am age ","None"
"290","put dimens on your bag ","Size"
"291","more size 6s ","Range|Size"
"292","cool sitei would like to see brighter cloth for the summer ","Products|Range"
"293","site is veri good and realli enjoy it ","None"
"294","when you narrow done by size the filter doe nt work","Latency"
"295","the onli thing that could be improv is have my size in the boot i am lust after ","Stock"
"296","i like it   ","None"
"297","use voucher","MoreFunc"
"298","ca nt figur out how to get my student discount ","Latency"
"299","solid so far ","None"
"300","perfect","None"
"301","india is list","Navigation"
"302","when someth is on sale tell us pleas ","Price"
"303","if u will promot the countri price veri wellal the best","Price"
"304","too expens    ","Price"
"305","too slow","Latency"
"306","remov out of stock item as oppos to just fade them out ","Stock"
"307","it not veri easi to navig back to main shop page after you have click through to a specif item  ","Navigation"
"308","even style group etc","Navigation"
"309","lower the price    ","Price"
"310","everyth is great ","None"
"311","i ca nt sign up to ur newslett  tri 3 time ","Latency"
"312","like it ","None"
"313","i love thi site","None"
"314","veri good","None"
"315","it is too small and i want to chang it in l","Size"
"316","a better imag of thi bag ","Images"
"317","lower the price ","Price"
"318","video for all item of cloth instead of select few","MoreFunc"
"319","don work well on an ipad","MoreFunc"
"320","speed of your websit is too slow","Latency"
"321","the site load rel slowli ","Latency"
"322","is the hip measur around the bum ","Size"
"323","free deliveri to uk address would encourag me to shop onlin and buy more ","Delivery"
"324","sou slow and doe nt load gr      ","Latency"
"325","ca nt click on the dress i want ","Latency"
"326","how do you get coupon code ","None"
"327","catwalk of the cloth for each specif item ","MoreFunc"
"328","be abl to pay with laserdebit card","MoreFunc"
"329","your site is veri user friendli ","Navigation"
"330","i like how it is set out   44  howev   44  you could have a wider rang on cloth choic","Range|Navigation"
"331","the site is fine ","None"
"332","i love your cloth","Products"
"333","speed up ","Latency"
"334","i love your site ","None"
"335","i would be great to be abl to choos the currenc and also i m confus about the size list ","Size|MoreFunc"
"336","i like the gener layout of the site ","Navigation"
"337","i like be abl to see fabric with the magnif ","Products"
"338","make it cheaper lo","Price"
"339","load faster","Latency"
"340","thi is a veer good    ","None"
"341","it s fantast","None"
"342","i love it","None"
"343","add a wish list section for thing you intend to purchas in the futur ","MoreFunc"
"344","make item cheaper possibl more sleev top","Images|Range"
"345","i love thi site  ","None"
"346","the price are high ","Price"
"347","it keep ask me to enter my detail  fourth time now  ","Navigation"
"348","make thing cheaper","Price"
"349","i love that there is sew much to choos about","Range"
"350","the onli thing that would make the site perfect is to bring back the wish list function ","MoreFunc"
"351","chang the pass word to my account as i find it hard to re log on and buy item ","MoreFunc"
"352","love the sight ","None"
"353","noth  it s easi to navig around ","Navigation"
"354","realli like the site ","None"
"355","i like all the differ angl of the dress as well as the lay out and the occasion video dot around  ","Navigation"
"356","everyth  ","None"
"357","have more smaller size in stock ","Size"
"358","cloth model on real women would help to see how item hang better than view on a mannequin xx","Images|MoreFunc"
"359","like the photographi ","Images"
"360","more dress in the tall section ","Size"
"361","chang the money into aussi","MoreFunc"
"362","cheaper price and more inform on product ","Price"
"363","free cloth for chanel jone","None"
"364","i think you should have ani new popular cloth flash up on the main page to catch your attent rather then just the model pictur ","Images|Navigation"
"365","great","None"
"366","reserv at store ","MoreFunc"
"367","the size are perfect ","Size"
"368","i love your cloth","None"
"369","i ca nt put in my card detail to pay ","Latency"
"370","i ve end up with two of each of the item in my shop basket and it wo nt let me remov them ","Latency"
"371","lower price","Price"
"372","classic shoe","Products"
"373","be abl to sort by price would be amaz ","MoreFunc"
"374","lower the price i ca nt afford anyth","Price"
"375","it s a bit expens","Price"
"376","there should be an option where i can check whether the shoe are avail at the nearest store","Stock"
"377","i like the review you can read","Navigation"
"378","i love the site","Navigation"
"379","sort page by price","Navigation"
"380","i frequent visit your site as i wa interest in buy a piec of cloth ","None"
"381","faster websit  the load time for each screen is horrend slow ","Latency"
"382","your price   ","Price"
"383","all is ok","None"
"384","bigger pictur","Images"
"385","put the price down bait","Price"
"386","allow australian to view in australian dollar","MoreFunc"
"387","i like your trainer and brand","Products|Range"
"388","just look","None"
"389","more van","Range"
"390","is veri interest","None"
"391","i like the fact that most item have free deliveri","Delivery"
"392","the cloth are nice","Products"
"393","make thing cheaper pleas","Price"
"394","price","Price"
"395","deliveri price ridicul","Delivery|Price"
"396","pleas add more small size 36 or 37 32a29dbl and 32j11dbl and 32f06dbl","Size"
"397","calcul to other currenc","MoreFunc|None"
"398","the site seem to crash a lot and freez a lot which make it increasingli difficult to brows onlin ","Latency"
"399","veri nice clear web site","Navigation"
"400","the basket will not allow me to remov item it just keep ask me to sign in again","MoreFunc"
"401","pleas show what size the model wear and the model height   44  bust   44  waist and hip measur becaus it is veri help when buy onlin","Images|Size"
"402","i would appreci that that is how you can improv and i m sure you valu my opinion","None"
"403","your shoe","None"
"404","easi to navig ","Navigation"
"405","the review font show up when click on","Latency"
"406","so easi to use ","Navigation"
"407","the cloth alway look too big for the mannequin so it s difficult to get a good idea of what they ll look like on ","Images|Navigation"
"408","i like the site","None"
"409","shoe","None"
"410","a parti weed day","None"
"411","i realli love the websit","None"
"412","noth ","None"
"413","other than that i kendrick love thi store    ","Products"
"414","make sure you show if there is ani chanc of the size run out of stock","Stock|MoreFunc"
"415","you are too expens ","Price"
"416","you do nt have size for real girl","Size"
"417","you could get dr ","None"
"418","your wall is not as much as attract","Navigation"
"419","you have lot of nice clothes a bit out of my price rang perhaps","Price|Products"
"420","have an advanc search","Navigation"
"421","noth realli need improv","Navigation"
"422","thank ","None"
"423","make your cloth cheaper","Price"
"424","i love that everyth is so easi to find ","Navigation"
"425","i am happi with site easi to use","Navigation"
"426","it differ","None"
"427","i rather not want to see item which are alreadi out of stock  ","Stock"
"428","lower the price you charg for your grossli overvalu produc","Price"
"429","i like your site ","None"
"430","better zoom in on item to see fabric type and finer detail of item","Products|MoreFunc"
"431","the site need a search option ","Navigation"
"432","happi birthday","None"
"433","to norway   ","Delivery"
"434","currenc convers","MoreFunc"
"435","i would like it if you could sort shoe by price  ascend and descend  ","Navigation"
"436","i think the site is veri good and have not had ani problem use it ","Navigation"
"437","special offer and fast deliveri","Delivery"
"438","better graphic s of dress like show them on peopl in differ shape and size","None"
"439","the site is clear and access","Navigation"
"440","it nice and simpl   44  yet i d recommend have a search bar by flower typo","MoreFunc"
"441","postag too expens ","Delivery"
"442","    ","None"
"443","i love your site ","Navigation"
"444","free deliveri on 50 or abov  ","Delivery"
"445","cheaper cloth ","Price"
"446","i think the money should be convert into the countri you have chang it too ","MoreFunc"
"447","om love it  ","None"
"448","i like when outfit are put togeth so i can see the whole thing ","MoreFunc"
"449","easi to use","Navigation"
"450","rubbish onli 2 one piec swimsuit ","None"
"451","you old improv by it all set out in section","Navigation"
"452","you should keep up to date with fashion and differ type of design on differ type of cloth   44  you are one of the best shop that have nice product accessori and cloth thank you ","Products"
"453","i realli want a pair of shoe which i receiv","Delivery|Products"
"454","the site is realli good ","Navigation"
"455","it a good websit ","None"
"456","would be nice to have a wish list  in mi account  where i can store certain item that i might like to buy at later date","MoreFunc"
"457","i would like to see some franchis inform in your site","None"
"458","bhutto","None"
"459","small good ","None"
"460","make your cloth cheaper lo","Price"
"461","excel site  i just love your busi model and your overal select of design shoe and boot ","Range|Navigation"
"462","should have more detail of the product ","Products|MoreFunc"
"463","i think the cloth are a bit overpr becaus i would buy lot","Price"
"464","bill address is confus","Navigation"
"465","to be abl to pay by laser card ","MoreFunc"
"466","what s up with that ","None"
"467","i like the websit","Navigation"
"468","free ship worldwid   ","Delivery"
"469","sale reduct are not so good","Price"
"470","have more size 5 in women shoe as it is a popular size  ","Size|Stock"
"471","i d like the shoe in my basket sent to my local shop","Delivery"
"472","360 view should be larger ","Images"
"473","sort by price  function pleas ","MoreFunc"
"474","if you have an item in your basket do not let it sell out befor you complet the purchas","MoreFunc"
"475","next day deliveri","Delivery"
"476","a size guid would be veri help ","Size|MoreFunc"
"477","it wont let me click anyth ","Latency"
"478","do more color of trainer and recommend what to where with differ shoe  mend ","Range|MoreFunc"
"479","it s all ok","Navigation"
"480","you should show pictur of the toe  abov  post big pictur of the shoe","Images"
"481","cheaper item","Price"
"482","use real peopl instead of mannequin ","Images"
"483","clariti  clear and consist descript ","MoreFunc"
"484","all good  ","None"
"485","free deliveri on more expens order eh100","Delivery"
"486","you should have more of everi piec  ","Stock"
"487","send maxi dress to india","Delivery"
"488","pictur of cloth are not alway accur as to how they turn out when they arriv ","Images"
"489","chid chi irkutsk","Products"
"490","i like to see the cloth on an actual model so i can see what they look like properli","Images"
"491","whi inst there ani size 5 ralph lauren trainer mi so angri       ","Size"
"492","she also said that a few pound worth of flower from a supermarket would have been more appreci","None"
"493","realli good  d","None"
"494","good ","None"
"495","i like the cloth","Products"
"496","load faster ","Latency"
"497","i would like read the site in spanish languag ","MoreFunc"
"498","more crop trouser","Products"
"499","you have a veri nice websit  ","None"
"500","should not charg deliveri","Delivery"
"501","it would be veri use to have a countri filter on left as well as eu  us ","Navigation|MoreFunc"
"502","make offer code bigger","MoreFunc"
"503","the cloth","Products"
"504","bring back cloth from past monthsyear and sell it again","Products|Range"
"505","the site could be improv by have an email me when back in stock  option for a particular item of cloth ","MoreFunc"
"506","better load of site and better sale price","Latency|Price"
"507","i think review should be abl to upload pictur of themselv wear the item  kind of like a person look book   would help us girl out when tri to imagin what it would look like on someon rather than a model ","MoreFunc"
"508","cheaper","Price"
"509","keep up the good work   ","None"
"510","have a sale  ","Price"
"511","pleas show cost in euro","MoreFunc"
"512","belfast menotti","Products"
"513","to be abl to select more than one option in style of cloth and color in the specif search option","MoreFunc"
"514","i like the layout and differ dress","Products|Navigation"
"515","cheaper cloth pleas xoxoxoxx","Price"
"516","massey mistak baobab bag","Products"
"517","co lour option can be unclear as to which is which ","Images|Navigation"
"518","make better cloth","Products"
"519","thi site is outstand ","None"
"520","it fine the way it is","None"
"521","i like the pictur","Images"
"522","it would be great to be abl to see if a dress that is out of stock onlin is avail in your store as i have been tri to get the black nozzl dress in an 8 for age and it is alway sold out onlin ","Size|Stock"
"523","noth","None"
"524","i would like to see the cloth and accessori actual on a model ","Images|MoreFunc"
"525","i m posit about the site ","None"
"526","i think it fantast to be honest","None"
"527","would love to see model walk a catwalk show how the dress fit","Images"
"528","have more size 3 shoe in stock  ","Size|Stock"
"529","color do not match pictur ","Images"
"530","love the site  realli easi to use ","Navigation"
"531","everyth ok ","None"
"532","i like the simpl design and the fact it is easi to get around","Navigation"
"533","to expens","Price"
"534","pleas make store open time avail","Stock"
"535","i want more product photo ","Images"
"536","site veri thought help also","Navigation"
"537","more sale","Price"
"538","i love it ","None"
"539","valu for money","Price"
"540","i cant even see the color of the snood when i click on them ","Images"
"541","i love thi site ","None"
"542","i d love it if you could refin by fabric i do nt buy polyest ","MoreFunc"
"543","write the model in the trouser itself ","None"
"544","stop be annoy me and show me all the wonder stuff that i cant have in the sale","Stock"
"545","clearer photo","Images"
"546","i like that we can select by size","Size|Navigation"
"547","more refin search option","MoreFunc"
"548","i like your site veri much ","None"
"549","lower your price","Price"
"550","paypal integr is fantast for veri quick checkout  veri impress","Navigation"
"551","no more popupssurvey","MoreFunc"
"552","i love it","None"
"553","hello","None"
"554","sale price do not filter through to shop basket correctli","Latency"
"555","i would like to see bigger pictur  ","Images|Navigation"
"556","qwqwq","None"
"557","wa unabl to get through ","Latency"
"558","well set up and so easi to use ","Navigation"
"559"," l  kw your product and  need the address now for shop  mg","Products|MoreFunc"
"560","the transit 20pound for dd    ","None"
"561","thank you reveil bolivian","Products"
"562","i love the cloth but i think with the recess your veri overpr tri bring your price down just bait sale will go up but excel design well done ","Price|Products"
"563","for me it seem fine","None"
"564","cheaper price pl","Price"
"565","do nt know what to wear with it ","None"
"566","i love that with most thing can be seen on a model so you get a better idea of how they will fit ","Images"
"567","cheaper ","Price"
"568","clear pictur and easi to navig ","Navigation"
"569","more detain in the size of the cloth and a better in sight in the materi of the cloth ","Size|MoreFunc"
"570","deliveri charg is too much    ","Delivery"
"571","i realli like it  think it should have more outfit option","Range"
"572","your sight is veri easi to navig around ","Navigation"
"573","it s great  i like how you see the dress onli when you hoover ","Images"
"574","continu cant read review on your site ","Latency"
"575","for exampl if you look at it today you will see there are sale item in the new arriv ","Navigation"
"576","i do nt whether it my old comput  b","Latency"
"577","i love the merchandis thi websit carri ","Products"
"578","get your size chart sort out  do nt have a women size medium with no explan as to what size that is","Size|MoreFunc"
"579","site still a littl fro fro  as oppos to simpl  wick fast  ","Latency|Navigation"
"580","could you price in pound ","MoreFunc"
"581","i do nt want to play a guess game ","None"
"582","onli thing  ","None"
"583","so expens","Price"
"584","price","Price"
"585","more languag","MoreFunc"
"586","veri easi to use","Navigation"
"587","i love everyth ","None"
"588","i like everyth ","None"
"589","it s more expens","Price"
"590","i like the layout and it s veri easi to find thing ","Navigation"
"591","it would be nice if you had a cat walk like on asp so you could see the cloth on a real person and see how it flow as you move ","MoreFunc"
"592","it easi to navig and find the product you want","Navigation"
"593","return in everi countri  includ denmark ","Delivery"
"594","i like the color and open ","Navigation"
"595","more look book and outfit idea etc ","Products|Range"
"596","need sort by exact shoe size not a rang ","Products|Navigation"
"597","make it faster","Latency"
"598","veri easi navig and size select on jean ","Size|MoreFunc"
"599","it s veri help that you show anoth imag of the product by put the mous on it","Images|Navigation"
"600","convert the money automat for usa or canada","MoreFunc"
"601","free super saver deliveri ","Delivery"
"602","add a telephon number for questionsconcern ","MoreFunc"
"603","brilliant","None"
"604","pleas lower the price ","Price"
"605","noth ","None"
"606","nut ","None"
"607","your price","Price"
"608","are these bag real mich are tor bag manufactur by michael tor compani ","Products"
"609","the websit is veri slow and tend to freez ","Latency"
"610","everi thing is veri nice ","None"
"611","pleas make the site for the netherland also in euro s so i do nt have to convert ","MoreFunc"
"612","delver to fpo address","Delivery"
"613","better item upload from search bar","Range|Navigation"
"614","load speed of tab ","Latency"
"615","other than that great websit ","Navigation"
"616","allow custom to perord item ","MoreFunc"
"617","nah brut yer finer","None"
"618","simpl is the best","None"
"619","love the site","None"
"620","not pay deliveri charg      ","Delivery"
"621","cheaper price","Price"
"622","whi can i not buy the icon tank mulch 04e76mul  ","Products"
"623","need model to model the cloth","MoreFunc"
"624","deliveri charg are too high ","Delivery"
"625","love the cloth","Products"
"626","pleas deliv to the channel island","Delivery"
"627","if you could add an ascend by price option that would be great ","MoreFunc"
"628","need some indic about whether the jean are loos fit or tight fit","Size"
"629","not bad","None"
"630","love everi thing but ship and han  costli","Delivery"
"631","conversationalist  all the box could have been femal if my email prefer were link to the click throughurl ","MoreFunc"
"632","the site is fine the way it is  ","None"
"633","it hard to pay by gift card","Latency"
"634","too expens","Price"
"635","add the short movi again in which the model can show the cloth better then just a pictur ","Images"
"636","put the normal uk size against the waist size on trousersjean as it hard to understand which size is which to the normal person who is not use to read measur instead of dress size","Size"
"637","great by sadi purs ","Range"
"638","cant chang email address    ","Navigation"
"639","reduc price","Price"
"640","site load veri slow","Latency"
"641","it would be better if it wa a littl bit cheaper ","Price"
"642","price are too high  ","Price"
"643","you can make everyth free","None"
"644","ni deliveri charg is way too high  not fair have to pay lot to deliv to ni ","Delivery"
"645","to actual offer normal size in the sale rather than the size 3 on most of the shoe ","Size"
"646","deliveri cost too much","Delivery"
"647","well i like the van i have lot of van i am addict to them","Products"
"648","love it ","None"
"649","show me where next day deliveri is    ","Delivery"
"650","more product","Range"
"651","show cloth in model","Images"
"652","i think itch s a great websit doe nt even need improv ","None"
"653","that the money of van should be cheaper no effluenc","Price"
"654","becaus you can find thing easier","Navigation"
"655","make eek possibl to use","MoreFunc"
"656","i would love to see the cloth on actual model ","Images|MoreFunc"
