"71","the sizes of shoes in uk sizes","Size"
"72","it is too slow and freezes my computer a lot","Latency"
"73","thank you","None"
"74","progress bars when adding items to cart are not visible enough  too slow","Latency"
"75","it would be nice if the clothes could be modeled by humans","Images"
"76","i think the site is very usable and easy to navigate","Navigation"
"77","more photos","Images"
"78","when they came to delivery the items just showed up in the receipts as no stock","Delivery|Stock"
"79","loving the layout the photos on the site","Images|Navigation"
"80","good site easy to move round","Navigation"
"81","where is the outfit maker","Navigation"
"82","i think that it could be a good idea if there was a places where you could","MoreFunc"
"83","it is very hard to see what whitecream color clothing looks like when it is against the white background","Images"
"84","very slow to load images","Latency"
"85","better stock","Stock"
"86","everything else is a ok","None"
"87","it would be nice if you could arrange delivery to the store free like other online shops","Delivery"
"88","not impressed","None"
"89","too expensive ","Price"
"90","leaves you annoyed","None"
"91","make products cheaper","Price"
"92","postage price and some items of clothing are over price","Delivery|Price"
"93","i think the site is clear and easy to find what you need","Navigation"
"94","letting the student discount work i am very annoyed","Latency"
"95","very slow when checking out  please stock more size 6s","Size"
"96","i think that you soul make your items cheaper","Price"
"97","i cant see any photos","Latency|Images"
"98","i like the quality","Products"
"99","i strongly advised you include some countries among the list of places you ship to because i wanna get something from your site bu because my country is not among i cant order it","Delivery"
"100","lower your prices","Price"
"101","free delivery for europe countries just like asps","Delivery"
"102","blouse","Products"
"103","please reduce the price","Price"
"104","awesome","None"
"105","make delivery cheaper","Delivery"
"106","pp too expensive","Delivery"
"107","get rid of the annoying dancing lady banner","Images|Navigation"
"108","improve your customer service","None"
"109","site is great","None"
"110","id would live if u could post the us dollar amount of every item","MoreFunc"
"111","make delivery free to uk in stores to be collected","Delivery"
"112","have a email us when its back in stock","Stock|MoreFunc"
"113","i love you site","None"
"114","is stipend","None"
"115","make your items cheaper","Price"
"116","make your prices lower please","Price"
"117","i think u could search the clothes by brand to improve x","MoreFunc"
"118","make the prices cheaper","Price"
"119","more band shirts","Range"
"120","nothing","Navigation"
"121","brilliant  i am pressed how well the site is arranged","Navigation"
"122","we sell starting from 1952 bags and shoes the best in the world  gucci prada gavotte venetian fend jimmy chew dole  banana salvatore ferraro mulberry burberry reline chloe tods hogan ","None"
"123","no taxes from usa to europe","Delivery"
"124","lower your prices i cant afford any of this ","Price"
"125","love everything","None"
"126","do a value range or a teen affordable one","Price|MoreFunc"
"127","how to log on is a nightmare","Latency"
"128","i font think much of this site you should take a few steps from aspscom website","None"
"129","newslettervoucher incentive","Price"
"130","lower the prices","Price"
"131","restock items quicker","Stock"
"132","mod cloth has it and its very handy","MoreFunc"
"133","i would like to order shoes","Products"
"134","giving me a free pair of jeans would be a big improvement","Price"
"135","good site","Navigation"
"136","lower the prices","Price"
"137","if i think of something that would improve it i will let you know ","None"
"138","i like that it shows you how much youre saving on some of the sale items and i like your shoes","Navigation"
"139","awesome","None"
"140","bring back niche blazer high vintage in black please","Range"
"141","canadian prices","MoreFunc"
"142","more socks","Range"
"143","too expensive ","Price"
"144","thus persuading people to buy it","None"
"145","i love it all 3","None"
"146","this pop up is annoying","Navigation"
"147","however the website is well designed and easy to use","Navigation"
"148","pipe down dose prices man","Price"
"149","be able to sort shoes my price order","MoreFunc"
"150","it is good enough d","None"
"151","lower prices","Price"
"152","ive had a lot of trouble trying to check out","None"
"153","cdc","None"
"154","prices","Price"
"155","all cloth have size 4 like miss self ridge","Size"
"156","the site is very well presented and organized","Navigation"
"157","please44 start shipping to croatia","Delivery"
"158","get more shoes ","Range"
"159","the price is quite dear and i am looking for some 30 once that are good quality these are very popular at my school and i just want to fit in xxx","Price"
"160","i cant get student discount online shopping which is not fair","Navigation"
"161","clear information","Navigation"
"162","the site is perfect","None"
"163","i love the clothes","Products"
"164","price","Price"
"165","maybe do smaller bra sizes  and have more pictures","Images|Size"
"166","its very funny and beauty","Navigation"
"167","lower the prices","Price"
"168","more stock","Stock"
"169","show more pictures of the clothes on models so the customer can get a better idea of what it looks like when worn44 and lower your prices","Price"
"170","you click on a picture you like thinking thatch what you get","Stock"
"171","love what you do display","Navigation"
"172","need more bridal","Range"
"173","the best thing you could do to improve your website it to not have to actually click on the clothing item to be able to put it in your basket","MoreFunc"
"174","simple and easy to navigate","Navigation"
"175","lower postage fees","Delivery"
"176","more range of clothing on boys","Range"
"177","shipping to lebanon","Delivery"
"178","it would be nice to have more stock in my size and more vary in swimwear","Range|Size"
"179","seems ok","None"
"180","lower the price because people may like then","Price"
"181","be able to pay with a gift card","MoreFunc"
"182","do it in pounds","MoreFunc"
"183","i would like more options for browsing","Navigation|MoreFunc"
"184","would be great if you could check stock in irish stores also","Stock|MoreFunc"
"185","to see the collection and view website before you ask me this question","None"
"186","i overall really like the site","Navigation"
"187","make it cheaper","Price"
"188","free delivery like asps","Delivery"
"189","we u go back maybe on  a top that i like","None"
"190","make items more cheaper and be able to not use 100 pounds to buy things make it like 50 pounds","Price"
"191","student id discount","Price|MoreFunc"
"192","love your site because the clothes are good quality and a reasonable prices you can improve your sight by putting clothes on models which  we can see how they look","Images|Price|Products|MoreFunc"
"193","not enough to browse for inspiration","Range"
"194","quicker delivery","Delivery"
"195","beautiful web page","Navigation"
"196","more promotional offers","None"
"197","its nice and simple","Navigation"
"198","love your site","None"
"199","i like that thing that clothing popups when the mouse is on it","Images|Navigation"
"200","you need to start offering full refunds like every other shop","MoreFunc"
"201","i like being able to view items from all different sides","Navigation"
"202","i honestly have no complaints d","None"
"203","its good","None"
"204","id like the wish list facility to come back please","MoreFunc"
"205","a quick view option so you dont have to scroll all the way back down the page to find your spot","MoreFunc"
"206","mi sty able to save your pic","Latency"
"207","stop these popups","Navigation"
"208","i love this site","None"
"209","you are already perfect","None"
"210","make it cheaper please cos i cant afford that much being a student and all","Price"
"211","make things cheaper","Price"
"212","a good site  the only downside is that it slows down when one chooses the view all option","Latency"
"213","your site is pretty much awesome and very easy to use","Navigation"
"214","its amazingmore photos","Images"
"215","get more stock when sold out  rebel raglan by rebel republic please","Stock"
"216","australian dollar on all products please","None"
"217","nothing","None"
"218","too many options on brands which makes it look more messy on the side","Range|Navigation"
"219","i like everything about this website 3","Navigation"
"220","make delivery charges cheaper","Delivery"
"221","i like how everything is set out so you see all the necessary information eg","Navigation"
"222","i think its great as it is","None"
"223","so easy and quick","Navigation"
"224","i love the clothes","Products"
"225","love tall","None"
"226","i like martini","Products"
"227","make the prices cheaper and stop making stupid grunge clothing","Price|Products"
"228","i like how you have most items online","Navigation"
"229","all the accessories","None"
"230","please start accepting laser cards i would order way more if i could pay with laser","MoreFunc"
"231","has my order been accepted for delivery","Delivery"
"232","prices  i would actually buy things if they were cheaper","Price"
"233","give more accurate measurements of items ie","MoreFunc"
"234","add united states to shipping dammit","Delivery"
"235","paypal","MoreFunc"
"236","get cheaper shoes","Price"
"237","when entered a password to track my order i got a page saying warning you do not have permission to view this page","Navigation"
"238","it would be nice if you can see right away which sizes and colors rare available through a mouse over","MoreFunc"
"239","fuck you restock your shit faster","Stock"
"240","get more kids footwear","Range"
"241","save our bags if we forget our passwords","MoreFunc"
"242","all is great","None"
"243","update the number of countries were a store is located","MoreFunc"
"244","i found the site clear and easy to use","Navigation"
"245","this is the first time of using the site","None"
"246","lower prices","Price"
"247","its perfect","None"
"248","which shops stock maternity on store locate","Range"
"249","you cant change your email address once you have an account","Navigation"
"250","everything","None"
"251","color of dress matches color selected","Images|Products"
"252","price","Price"
"253","once ive added something to my basket it should be easyobvious how i get back to the same point i was at ie","MoreFunc"
"254","lower your prices","Price"
"255","love99disney","None"
"256","better clothes","Products|Range"
"257","give uk pricing in s","MoreFunc"
"258","dunno  clothes a bit boring and uninspiring","Products|Range"
"259","i like the new checkout","Navigation"
"260","wishliiiiist ","MoreFunc"
"261","you should probably directly put pictures of your sales ","Images"
"262","mi poor","Price"
"263","please shipment to korea","Delivery"
"264","everything","None"
"265","i dont know","None"
"266","bye bye","None"
"267","easy to use","Navigation"
"268","where can i find my statement as you email me every month and i still cannot see it","Navigation"
"269","it makes me not want to shop here","None"
"270","make it easier to find the item of clothing you are trying look for and make the size guide for the clothing clearer and easier to find","MoreFunc"
"271","email when back in stock option would be appreciated","MoreFunc"
"272","i like navigation","Navigation"
"273","quite annoying","None"
"274","also to make life even easier return website goods to your stores","MoreFunc"
"275","i like the choice and absolutely hate the interruption as i try and shop","Range"
"276","more colors for each product","Range"
"277","more sales","Price"
"278","make sure the stock levels are updated regularly","Stock"
"279","im trying to loin","Latency"
"280","the site is perfect","None"
"281","lower your prices","Price"
"282","navigation","Navigation"
"283","make the items cheaper","Price"
"284","indicate shipping information and shipping status according to the order","Delivery"
"285","option to send an order to a specific store rather than delivery","Delivery"
"286","think is greateverything to make shopping easy","Navigation"
"287","search facility for eh v neck jumper","Products|Navigation"
"288","i like how the website provides information on stores in which items are available44 as for example i know i cannot order a dress i liked online as my size is not available","Navigation"
"289","cannot travel so much now as i am aging","None"
"290","put dimensions on your bags","Size"
"291","more size 6s","Range|Size"
"292","cool sitei would like to see brighter clothes for the summer","Products|Range"
"293","site is very good and really enjoy it","None"
"294","when you narrow done by size the filter doesnt work","Latency"
"295","the only thing that could be improved is having my size in the boots i am lusting after","Stock"
"296","i like it","None"
"297","use vouchers","MoreFunc"
"298","cant figure out how to get my student discount","Latency"
"299","solid so far","None"
"300","perfect","None"
"301","india is listed","Navigation"
"302","when something is on sale tell us please","Price"
"303","if u will promote the country price very wellall the best","Price"
"304","too expensive","Price"
"305","too slow","Latency"
"306","remove out of stock items as opposed to just fading them out","Stock"
"307","its not very easy to navigate back to main shopping page after you have clicked through to a specific item","Navigation"
"308","evening styles grouped etc","Navigation"
"309","lower the prices","Price"
"310","everything is great","None"
"311","i cant sign up to ur newsletter  tried 3 times","Latency"
"312","like it ","None"
"313","i love this site","None"
"314","very good","None"
"315","it is too small and i want to change it in l","Size"
"316","a better image of this bag","Images"
"317","lower the price","Price"
"318","videos for all items of clothing instead of select few","MoreFunc"
"319","don work well on an ipad","MoreFunc"
"320","speed of your website is too slow","Latency"
"321","the site loads relatively slowly","Latency"
"322","is the hip measurement around the bum","Size"
"323","free delivery to uk addresses would encourage me to shop online and buy more","Delivery"
"324","sou slow and doesnt load gr","Latency"
"325","cant click on the dress i want","Latency"
"326","how do you get coupon codes","None"
"327","catwalk of the clothes for each specific item","MoreFunc"
"328","be able to pay with laserdebit card","MoreFunc"
"329","your site is very user friendly","Navigation"
"330","i like how it is set out44 however44 you could have a wider range on clothes choice","Range|Navigation"
"331","the site is fine","None"
"332","i love your clothes","Products"
"333","speed up","Latency"
"334","i love your site","None"
"335","i would be great to be able to choose the currency and also im confused about the size listing","Size|MoreFunc"
"336","i like the general layout of the site","Navigation"
"337","i like being able to see fabrics with the magnification","Products"
"338","make it cheaper lo","Price"
"339","load faster","Latency"
"340","this is a veer good","None"
"341","its fantastic","None"
"342","i love it","None"
"343","add a wish list section for things you intend to purchase in the future","MoreFunc"
"344","make items cheaper possibly more sleeved tops","Images|Range"
"345","i love this site","None"
"346","the prices are high","Price"
"347","it keeps asking me to enter my details  fourth time now","Navigation"
"348","make things cheaper","Price"
"349","i love that there is sew much to choose about","Range"
"350","the only thing that would make the site perfect is to bring back the wish list function","MoreFunc"
"351","changing the pass words to my account as i find it hard to re log on and buy items","MoreFunc"
"352","love the sight","None"
"353","nothing  its easy to navigate around","Navigation"
"354","really like the site","None"
"355","i like all the different angle of the dresses as well as the lay out and the occasional videos dotted around ","Navigation"
"356","everything ","None"
"357","have more smaller sizes in stock","Size"
"358","clothes modeled on real women would help to see how items hang better than viewing on a mannequin xx","Images|MoreFunc"
"359","like the photography","Images"
"360","more dresses in the tall section","Size"
"361","change the money into aussie","MoreFunc"
"362","cheaper prices and more information on products","Price"
"363","free clothes for chanel jones","None"
"364","i think you should have any new popular clothes flashing up on the main page to catch your attention rather then just the models picture","Images|Navigation"
"365","great","None"
"366","reserve at store","MoreFunc"
"367","the sizes are perfect","Size"
"368","i love your clothing","None"
"369","i cant put in my card details to pay","Latency"
"370","ive ended up with two of each of the items in my shopping basket and it wont let me remove them","Latency"
"371","lower price","Price"
"372","classic shoes","Products"
"373","being able to sort by price would be amazing","MoreFunc"
"374","lower the prices i cant afford anything","Price"
"375","its a bit expensive","Price"
"376","there should be an option where i can check whether the shoes are available at the nearest store","Stock"
"377","i like the reviews you can read","Navigation"
"378","i love the site","Navigation"
"379","sort pages by price","Navigation"
"380","i frequently visit your site as i was interested in buying a piece of clothing","None"
"381","faster websitethe load time for each screen is horrendously slow","Latency"
"382","your prices","Price"
"383","all is ok","None"
"384","bigger pictures","Images"
"385","put the prices down bait","Price"
"386","allow australians to view in australian dollar","MoreFunc"
"387","i like your trainers and brands","Products|Range"
"388","just looking","None"
"389","more vans","Range"
"390","is very interesting","None"
"391","i like the fact that most items have free delivery","Delivery"
"392","the clothes are nice","Products"
"393","make things cheaper please","Price"
"394","price","Price"
"395","delivery price ridiculous","Delivery|Price"
"396","please add more small sizes 36 or 37  32a29dbl and 32j11dbl and 32f06dbl","Size"
"397","calculator to other currencies","MoreFunc|None"
"398","the site seems to crash a lot and freeze a lot which makes it increasingly difficult to browse online","Latency"
"399","very nice clear web site","Navigation"
"400","the basket will not allow me to remove items it just keeps asking me to sign in again","MoreFunc"
"401","please show what size the model wears and the models height44 bust44 waist and hip measurements because it is very helpful when buying online","Images|Size"
"402","i would appreciate that that is how you can improve and im sure you value my opinion","None"
"403","your shoes","None"
"404","easy to navigate","Navigation"
"405","the reviews font show up when clicked on","Latency"
"406","so easy to use","Navigation"
"407","the clothes always look too big for the mannequin so its difficult to get a good idea of what theyll look like on","Images|Navigation"
"408","i like the site","None"
"409","shoes","None"
"410","a party weeding day","None"
"411","i really love the website","None"
"412","nothing","None"
"413","other than that i kendrick love this store","Products"
"414","make sure you show if there is any chance of the sizes running out of stock","Stock|MoreFunc"
"415","you are too expensive","Price"
"416","you dont have sizes for real girls","Size"
"417","you could get dr","None"
"418","your wall is not as much as attractive","Navigation"
"419","you have lots of nice clothes a bit out of my price range perhaps","Price|Products"
"420","have an advanced search","Navigation"
"421","nothing really needs improving","Navigation"
"422","thanks","None"
"423","make your clothes cheaper","Price"
"424","i love that everything is so easy to find","Navigation"
"425","i am happy with site easy to use","Navigation"
"426","it different","None"
"427","i rather not want to see items which are already out of stock","Stock"
"428","lower the prices you charge for your grossly overvalued produce","Price"
"429","i like your site","None"
"430","better zoom in on items to see fabric type and finer details of items","Products|MoreFunc"
"431","the site needs a search option","Navigation"
"432","happy birthday","None"
"433","to norway","Delivery"
"434","currency conversion","MoreFunc"
"435","i would like it if you could sort shoes by price ascending and descending","Navigation"
"436","i think the site is very good and have not had any problems using it","Navigation"
"437","special offers and fast delivery","Delivery"
"438","better graphics of dresses like show them on people in different shapes and sizes","None"
"439","the site is clear and accessible","Navigation"
"440","its nice and simple44 yet id recommend having a search bar by flower typo","MoreFunc"
"441","postage too expensive","Delivery"
"442"," ","None"
"443","i love your site","Navigation"
"444","free delivery on 50 or above","Delivery"
"445","cheaper clothes","Price"
"446","i think the money should be converted into the country you have changed it too","MoreFunc"
"447","om love it ","None"
"448","i like when outfits are put together so i can see the whole thing","MoreFunc"
"449","easy to use","Navigation"
"450","rubbish  only 2 one piece swimsuits","None"
"451","you old improve by it all set out in sections","Navigation"
"452","you should keep up to date with fashion and different types of designs on different types of clothing44 you are one of the best shops that have nice products accessories and clothing   thank you","Products"
"453","i really wanted a pair of shoes which i received","Delivery|Products"
"454","the site is really good","Navigation"
"455","its a good website","None"
"456","would be nice to have a wish list in my account where i can store certain items that i might like to buy at later date","MoreFunc"
"457","i would like to see some franchising information in your site","None"
"458","bhutto","None"
"459","small good","None"
"460","make your clothes cheaper lo","Price"
"461","excellent sitei just love your business model and your overall selection of designer shoes and boots","Range|Navigation"
"462","should have more details of the products","Products|MoreFunc"
"463","i think the clothes are a bit overpriced because i would buy lots","Price"
"464","billing address is confusing","Navigation"
"465","to be able to pay by laser card","MoreFunc"
"466","whats up with that","None"
"467","i like the website","Navigation"
"468","free shipping worldwide ","Delivery"
"469","sale reductions are not so good","Price"
"470","have more size 5 in women shoes as it is a popular size","Size|Stock"
"471","id like the shoes in my basket sent to my local shop","Delivery"
"472","360 view should be larger","Images"
"473","sort by price function please","MoreFunc"
"474","if you have an item in your basket do not let it sell out before you complete the purchase","MoreFunc"
"475","next day delivery","Delivery"
"476","a size guide would be very helpful","Size|MoreFunc"
"477","it wont let me click anything","Latency"
"478","do more colors of trainers and recommend what to where with different shoes mend","Range|MoreFunc"
"479","its all ok","Navigation"
"480","you should show pictures of the toeabove post big pictures of the shoe","Images"
"481","cheaper items","Price"
"482","use real people instead of mannequins","Images"
"483","clarityclear and consist descriptions","MoreFunc"
"484","all good ","None"
"485","free delivery on more expensive orders eh100","Delivery"
"486","you should have more of every piece ","Stock"
"487","send maxi dresses to india","Delivery"
"488","pictures of clothes are not always accurate as to how they turn out when they arrive","Images"
"489","chids chi irkutsk","Products"
"490","i like to see the clothes on an actual model so i can see what they look like properly","Images"
"491","why inst there any size 5 ralph lauren trainers mi so angry ","Size"
"492","she also said that a few pounds worth of flowers from a supermarket would have been more appreciated","None"
"493","really good d","None"
"494","good","None"
"495","i like the clothes","Products"
"496","load faster","Latency"
"497","i would like read the site in spanish language","MoreFunc"
"498","more cropped trousers","Products"
"499","you have a very nice website ","None"
"500","should not charge delivery","Delivery"
"501","it would be very useful to have a country filter on left as well as eu  us","Navigation|MoreFunc"
"502","make offer code bigger","MoreFunc"
"503","the clothes","Products"
"504","bring back clothing from past monthsyears and sell it again","Products|Range"
"505","the site could be improved by having an email me when back in stock option for a particular item of clothing","MoreFunc"
"506","better loading of site and better sale prices","Latency|Price"
"507","i think reviewers should be able to upload pictures of themselves wearing the item kind of like a personal look book would help us girls out when trying to imagine what it would look like on someone rather than a model","MoreFunc"
"508","cheaper","Price"
"509","keep up the good work","None"
"510","have a sale","Price"
"511","please show costs in euro","MoreFunc"
"512","belfast menotti","Products"
"513","to be able to select more than one option in style of clothing and color in the specific search options","MoreFunc"
"514","i like the layout and different dresses","Products|Navigation"
"515","cheaper clothes please xoxoxoxx","Price"
"516","massey mistake baobab  bag","Products"
"517","co lour options can be unclear as to which is which","Images|Navigation"
"518","make better clothes","Products"
"519","this site is outstanding","None"
"520","its fine the way it is","None"
"521","i like the pictures","Images"
"522","it would be great to be able to see if a dress that is out of stock online is available in your stores as i have been trying to get the black nozzle dress in an 8 for ages and it is always sold out online","Size|Stock"
"523","nothing","None"
"524","i would like to see the clothes and accessories actually on a model","Images|MoreFunc"
"525","im positive about the site","None"
"526","i thinks its fantastic to be honest","None"
"527","would love to see models walking a catwalk showing how the dress fits","Images"
"528","have more size 3 shoes in stock","Size|Stock"
"529","colors do not match pictures","Images"
"530","love the site  really easy to use","Navigation"
"531","everything ok","None"
"532","i like the simple design and the fact it is easy to get around","Navigation"
"533","to expensive","Price"
"534","please make store opening times available","Stock"
"535","i want more product photos","Images"
"536","site very thoughtful helpful also","Navigation"
"537","more sales","Price"
"538","i love it","None"
"539","value for money","Price"
"540","i cant even see the colors of the snood when i click on them","Images"
"541","i love this site","None"
"542","id love it if you could refine by fabric i dont buy polyester","MoreFunc"
"543","write the model in the trousers itself","None"
"544","stop being annoying me and showing me all the wonderful stuff that i cant have in the sale","Stock"
"545","clearer photos","Images"
"546","i like that we can select by size","Size|Navigation"
"547","more refined search options","MoreFunc"
"548","i like your site very much","None"
"549","lower your prices","Price"
"550","paypal integration is fantastic for very quick checkout  very impressed","Navigation"
"551","no more popupssurveys","MoreFunc"
"552","i love it","None"
"553","hello","None"
"554","sale prices do not filter through to shopping basket correctly","Latency"
"555","i would like to see bigger pictures","Images|Navigation"
"556","qwqwq","None"
"557","was unable to get through","Latency"
"558","well set up and so easy to use","Navigation"
"559"," lkw your product and  need the address now for shopmg","Products|MoreFunc"
"560","the transit 20pounds for dd","None"
"561","thank you reveille bolivian","Products"
"562","i love the clothes but i think with the recession your very overpriced try bringing your prices down just bait sales will go up but excellent designers well done","Price|Products"
"563","for me it seems fine","None"
"564","cheaper prices pl","Price"
"565","dont know what to wear with it","None"
"566","i love that with most things can be seen on a model so you get a better idea of how they will fit","Images"
"567","cheaper","Price"
"568","clear pictures and easy to navigate","Navigation"
"569","more detains in the sizing of the clothing and a better in sight in the material of the clothing","Size|MoreFunc"
"570","delivery charge is too much","Delivery"
"571","i really like it  think it should have more outfit options","Range"
"572","your sight is very easy to navigate around","Navigation"
"573","its great  i like how you see the dress only when you hoover","Images"
"574","continually cant read reviews on your site","Latency"
"575","for example if you look at it today you will see there are sale items in the new arrivals","Navigation"
"576","i dont whether it my old computerb","Latency"
"577","i love the merchandise this website carries","Products"
"578","get your size charts sorted out  dont have a women size medium with no explanation as to what size that is","Size|MoreFunc"
"579","site still a little fro fro as opposed to simple  wicked fast","Latency|Navigation"
"580","could you pricing in pounds","MoreFunc"
"581","i dont want to play a guess game","None"
"582","only thing","None"
"583","so expensiveness","Price"
"584","prices","Price"
"585","more languages","MoreFunc"
"586","very easy to use","Navigation"
"587","i love everything","None"
"588","i like everything","None"
"589","its more expensive","Price"
"590","i like the layout and its very easy to find things","Navigation"
"591","it would be nice if you had a cat walk like on asps so you could see the clothes on a real person and see how it flows as you move","MoreFunc"
"592","its easy to navigate and find the products you want","Navigation"
"593","return in every country  including denmark","Delivery"
"594","i like the colors and openness","Navigation"
"595","more look books and outfit ideas etc","Products|Range"
"596","need sort by exact shoes size not a range","Products|Navigation"
"597","make it faster","Latency"
"598","very easy navigation and size selection on jeans","Size|MoreFunc"
"599","its very helpful that you show another image of the product by putting the mouse on it","Images|Navigation"
"600","convert the money automatically for usa or canada","MoreFunc"
"601","free super saver delivery","Delivery"
"602","add a telephone number for questionsconcerns","MoreFunc"
"603","brilliant","None"
"604","please lower the prices","Price"
"605","nothing","None"
"606","nutting","None"
"607","your prices","Price"
"608","are these bags real mich are tors bags manufactured by michael tors company","Products"
"609","the website is very slow and tends to freeze","Latency"
"610","every thing is very nice","None"
"611","please make the site for the netherlands also in euros so i dont have to convert","MoreFunc"
"612","delver to fpo addresses","Delivery"
"613","better items uploaded from search bar","Range|Navigation"
"614","loading speed of tabs","Latency"
"615","other than that great website","Navigation"
"616","allow customers to perorder items","MoreFunc"
"617","nah brut yer finer","None"
"618","simple is the best","None"
"619","love the site","None"
"620","not paying delivery charge","Delivery"
"621","cheaper prices","Price"
"622","why can i not buy the icon tank mulch 04e76mull","Products"
"623","need models to model the clothes","MoreFunc"
"624","delivery charges are too high","Delivery"
"625","love the clothes","Products"
"626","please deliver to the channel islands","Delivery"
"627","if you could add an ascend by price option that would be great","MoreFunc"
"628","need some indication about whether the jeans are loose fit or tight fit","Size"
"629","not bad","None"
"630","love every thing but shipping and hancostly","Delivery"
"631","conversationalist  all the boxes could have been female if my email preferences were linked to the click throughurl","MoreFunc"
"632","the site is fine the way it is ","None"
"633","its hard to pay by gift card","Latency"
"634","too expensive","Price"
"635","add the short movies again in which the model can show the clothing better then just a picture","Images"
"636","put the normal uk size against the waist size on trousersjeans as it hard to understand which size is which to the normal person who is not used to reading measurements instead of dress sizes","Size"
"637","great by sadie purses","Range"
"638","cant change email address","Navigation"
"639","reduce prices","Price"
"640","site  loads  very  slow","Latency"
"641","it would be better if it was a little bit cheaper","Price"
"642","prices are too high ","Price"
"643","you can make everything free","None"
"644","ni delivery charge is way too highnot fair having to pay lots to deliver to ni","Delivery"
"645","to actually offer normal sizes in the sales rather than the size 3 on most of the shoes","Size"
"646","delivery costs too much","Delivery"
"647","well i like the vans i have lots of vans i am addicted to them","Products"
"648","love it","None"
"649","show me where next day delivery is","Delivery"
"650","more products","Range"
"651","show clothes in models","Images"
"652","i think itchs a great website doesnt even need improving","None"
"653","that the money of vans  should be cheaper no effluence","Price"
"654","because you can find things easier","Navigation"
"655","make eek possible to use","MoreFunc"
"656","i would love to see the clothes on actual models","Images|MoreFunc"
"657","it takes too much times to load all images","Latency|Images"
"658","the clothes are really in fashion","Products"
"659","i really like the big selection on clothes","Range"
"660","the products ar absolutely stunning","Products"
"661","i relay like your site design and that all items are divided to three sections","Navigation"
"662","make it quicker","Latency"
"663","its nice to be able to see everything clearly","Navigation"
"664","black","None"
"665","shipping to chile ","Delivery"
"666","google said you do free deliverysite charges 699  wont be ordering from you","None"
"667","i would be willing to buy more if i could see exactly what was in my price range","MoreFunc"
"668","your perfect love chris hughes","None"
"669","make staff under the age of 18 be able to use their staff discount online","MoreFunc"
"670","nothing","None"
"671","product and shipping","Delivery|Products"
"672","clearer pictures would be better","Images"
"673","make things cheapermore promotions","Price"
"674","more information about the shoes","Navigation"
"675","remove the out of stock items from viewing pages","Stock"
"676","deliver to nireland","Delivery"
"677","great site","None"
"678","i like the layout and the different views of the models","Images|Navigation"
"679","it is easy to get round","Navigation"
"680","everythings too expensive","Price"
"681","you dont answer for my question","None"
"682","like that its fast and user friendly","Navigation"
