pv_id,global_user_id,time,declaration
h0arwxuwekgekgekg,1319963383217.00b112e2f01c,1332842454967,Very quick and easy to use one of the best online shopping sites.
h0p61rrwekgekgekg,1332868680127.683918,1333712657252,the size
hcq6t3fi5hpjo9ab,1359894955634.891908,1359895795709,More sales and more free shipping!
hca9d1t0fcy7sj,1358932319651.355991,1358932935765,site fine apart from some items duplicated
h0gvi33dekgekgekg,1333210428975.476500,1333211413553,it's amazing!
h7g0sb8jyt1nh86y,1330022750400.b0afb20c411a,1348397135634,delivery costs!!!
hdlef255qw9whk,1361782925432.981560,1361783119360,Over all I think it is a great site.
1220,sf1320157334480,1320157334480,drop your price ;)
hfb0v4b61jo0l0ka,1365509097065.832644,1365509184309,It's easy to shop and the clothes are well presented.
hegz3fs79q10bve,1363690921502.659733,1363692159481,Site is not intuitive as does not allow you to know where order is
1414,sp1320157334480,1320157334480,you need more stuff on it
heax8flj9y0k0ud,1363326194447.541831,1363326473370,it could've been great if i could buy it online
hb9vmklkhde31t,1356575975137.309850,1356732792020,Delievery charges is beyond expectations.
h4a10mtks7kwopnh9,1337383009987.288440,1341504776683,it's very difficult to logon and because of this my account is blocked and my order hasn't arrived i've been waiting for a few weeks and i can't check it on my account
hafebjd50yglk6ql,1354221180212.778722,1354889739148,Option to show all tall clothes on one page without having to switch page would be a big help
hc7xfqtoji5sk89,1358791590848.892109,1358791735194,i dont like the prices they need to be lowered a lot.
hfjq0s2oo6mtgo,1366033770732.93857,1366035227589,All the clothes should be worn be a model and maybe a catwalk!
het0pkiht15y1cg,1364420435771.429692,1364420517753,tie died backpacks
h99van3k3rb0d96,1324322997107.d05b997be12f,1352378612629,include bra sizes on bralets!
h7q9lp23p9zg40,1349016281630.249881,1349016650696,good how u put sale and u need to add more shoes ( convers)
hc2864a5a4gnfhs,1358446823519.712134,1358447597330,Student discount of 10% would encourage me to buy more :)
hbl97vsyeae8oyrr,1357420649793.426854,1357420704395,lower prices
hajujw4axvbqpa,1350144894343.879713,1355159060388,for the internet page i like the choice of seeing 200 items at a time.
h6rmty5r72u3bjot,1346922322816.685752,1346922527158,Whether this is an improvement or not...
h17wstm0k2koyp0lz,1334816821743.210682,1334845998911,Can't just continue shopping from where you were
hbwnpyuq6etwp9ed,1358110125816.913067,1358110182940,man jackets
hb5ekl1eao82kdcsx,1356462072046.187000,1356463327240,noting i think your site is amazing
42ee7772-64b8-11e1-af2a-a9e11a42ec11,1315474654709.311370,1330727917297,apart from that I think the sites great!
h0ft6q98ekgekgekg,1333145883230.648529,1333146726479,Quick shop option to buy whilst scrolling through items.
habij9fwdo41d5r,1354654856964.707806,1354655153696,An option to sort by price
h8fr48mkz8qnds,1350557423434.716012,1350557906153,What laptop size can be carried in the laptop bag?
hdotzry1uwzyxb,1361990403843.707278,1361990575483,i would love models because your website has become boring
hcwp24b5f2xe2z8,1360286908097.162656,1360289246609,Not even when put in my cart.
796,ts1320157334480,1320157334480,when searching for products&#44; have it for other countries&#44; not just UK
hbml5w2magor1hs,1347823161331.0e1e1c504da5,1357501956314,make prices cheaper
h9u3unfh0jjc8jm,1353602193979.474067,1353602503319,the website is great
h7i23rcq89cvjk,1345926355888.278546,1348520266774,Cheaper Prices
ha2r90v2wl972x,1354125277523.862902,1354125396293,the prices OMG you are having a laugh !!!
hd90ibff75uelf,1361033783221.341704,1361034620965,Like : different sections of shoes in different areas.
h9y85qaoq3bvbi,1353851250393.87632,1353851449172,well you have alot more shoes in store than what you do online.
haorztv6dz9671q2,1355456798767.640890,1355456927219,lower your prices
h51z5fhz9r91c9bw,1343194169397.818266,1343194454382,the waistcoat that is worn by Jospeph Gordon-Levitt on the cover of GQ August issue
hcxnbo4n8agaj8,1360346442661.544305,1360346843417,more petite sizes
hahb8292w9vfqd,1355005114305.965936,1355005430348,you can improve on the price!
cd4038f6-6576-11e1-be04-5bebd21d14a7,1326667579770.7e5bc5982f0d,1330809736707,ITS RUBBISH
hcjfdeqop53w0b0,1359486843491.13686,1359486937591,i like that you can check what stores have your size
734469cd-4acd-11e1-90f9-f9fc2124e74d,1327878110046.991714,1327878354793,get lost
hf2h2s9y1cb75dv,1364992001883.648138,1364993218788,Excellent quick and simple explanation.
859,sf1320157334480,1320157334480,easy to use
h84dnabtkmprcgk,1349869779071.440428,1349869952814,online help
haee2n2fp02oaa27,1348932018105.580451,1354828876466,lower the prices please
h4awjyo3ekgekgekg,1341557179472.998394,1341557298033,MOORE BOOBZ
h9snc42zjgtkl3,1353514080456.700266,1353514177515,larger mens shoe sizes
hfexmdtkbb16q9kk,1365745523235.854261,1365745677541,The rollover window to zoom is very small
425,ts1320157334480,1320157334480,Like: Easy to navigate.
h9h732k467fipvs,1352821233267.428921,1352821696695,nice stuff
hd4n8dnh9ssqd7s,1360769813456.780092,1360770172306,The loading process takes forever.
h5y4xteh9ucaras7,1341947834188.373423,1345147483215,make it cheaper.
hdp85xinnw4o61,1361927820244.356783,1362014394283,i use paypal & master are not able to pay!!!!!!!
hfbhmro97hqfrm,1365537204154.596562,1365537324328,your high heeled shoes are minging!!!
h76c14i88c09gs6vg,1347806924646.591069,1347811381186,put your prices down
hc25wlnv3e71dhw,1354131802092.326592,1358443214013,If the product is out of stock it shouldn't appear on the page
h0uvrqgrekgekgekg,1334057952889.6d1d42b4b769,1334058218177,I would prefer more discounts !
haaiyxz1bjj9ck,1354508404101.878541,1354595210654,the prices: lower everything....
hah5owit1t7lz7f,1349459594768.535947,1354996415829,should add more christmas things
h35mfptuekgekgekg,1336383459975.338507,1339061220095,gggggggggggggggggggg
hdhpkjbk2tlszy,1361559788122.760577,1361560232814,improve on: quick views.
hff7itk0fw8uqu7,1365761787768.827946,1365762420583,ui';ik;likjl;l;lplp
571,ts1320157334480,1320157334480,make your clothes cheaper lol
h7y4vtgjcq3ifq,1349492214055.612301,1349492416170,Offer size XL!
has3lmy884kh430,1355657642121.448897,1355657727452,CHEAPER PRICES
h7f4dlsivlav5ld,1348342421419.110823,1348342669947,The speed of the website
h7bggwui355cel7,1347895156629.586daeb87f2a,1348121155998,its great
hatfy4koy0hshh,1355738361418.956291,1355739029511,you have good things
h96zwcq6ea3b9aa8,1352204238243.241442,1352205103417,you could have an easy to find back link from the clearance store to the main store.
h9ek3bs7im8q0o,1352415704405.53068,1352662387615,more sales...!
h3fr0szvekgekgekg,1339673335998.904385,1339673313412,you guy really need to make user be able to view from lowest to highest price
hc62nqypu6a28u9,1358679402997.411902,1358679328764,SUPER
hacpzdxh2lvj59j,1354727637127.902460,1354727868820,everything needs improving.
hdqb8l4yqdce1xa,1335814149250.904898,1362080000072,I'D LIKE MY COMPETITION ENTRY TO SUBMIT PROPERLY!
h13odp4cekgekgekg,1334572550705.53938,1334590068824,i want to shop
h7w0m32qbh3zu3k2,1349363652735.45520,1349364452199,its alright
hdeznncjst6kbc,1361394733837.722666,1361395424101,i like how you can check item avalibility in store
h0v2egcycy7nb3ese,1315582502669.610233,1334069342383,love it!
hajlia735uaifdeg,1355143588018.814700,1355143751801,The way in which you can save your shopping bag for later ;-)
h0cua31yekgekgekg,1332966180884.591169,1332967378950,prices should be in euros.
h12bbthiekgekgekg,1334505515760.741069,1334507586102,be able to enter your student card code/number online to recieve discount
530,ts1320157334480,1320157334480,make it more colourful and easy to find items that you have in store
hb6ifgjfpmcszc,1353247954088.346148,1356529278406,stop it freezing up when searching
h48swstx5li6bkj,1341430013183.313745,1341430444953,sometimes shipping is so late to wait.
hb3gkkt7ymyu2d,1356344058172.609259,1356345069644,form wont recognise phone number keeps saying must start with0 i have done that
h34cx5a5ekgekgekg,1338984522314.299983,1338984778491,The site is simple and effective
h0pifqzbekgekgekg,1333125814804.126498,1333733534407,lower the pices and have more shoes on the site
h89gpl89b6c6w32n,1350177311632.499226,1350177402735,i can't believe people pay 1200$ for a cardigan when others are starving all over the world.
1571,sp1320157334480,1320157334480,very difficult to find what i want
hbgv8gv8fzksn1,1357155308906.66185,1357155569053,it would be so so useful to have an indication of which stores a shoe is available in if it's out of stock online
hao83ou0b6txy60,1355423404874.35883,1355423486863,It's very simplistic and easy to find what you want.
h97jgmkuo6bdb2u,1351015593646.349656,1352238131613,It would be useful to know what size clothing the models wear because then we could order a size according to how it looks on the model.
halljcmig97wf3v,1355264577715.199706,1355264730601,we are trying to see if you sell gift vouchers and don't know where to look
hb6q1t210zxv9x6,1352059880827.440170,1356542006408,Easy tab descriptions to reduce the amount of trailing through unnecessary options
h3lv6egaekgekgekg,1340042940374.828812,1340043491250,make your items cheaper
af5e10fe-5824-11e1-9ddd-7bb72ceddab9,1329344616272.590256,1329345190284,that is really good =)
haggdmbm82apjvs,1354953477735.331248,1354953853209,?????
h755ibvbn7ebp3nf,1347140779329.676196,1347739873916,get jobs
h722exsncvc6sx,1335390423101.555545,1347553200171,more size 3 please x
gzobs1y1ekgekgekg,1328373251994.748748,1331485084414,Thank You.
hc7vxf51cry3qhav,1335439986704.406557,1358789808404,A way to save the items you like and come back to it
h8ncazqv0r8vhr,1350474166312.373552,1351016536012,I like it
h2f2f1rrekgekgekg,1337152828464.92f73c7e7ae5,1337455399367,allow student discount online sales
hem4rkvj8kwymvd,1360914785512.82952,1364003994641,cheaper shipping
hehk2ii64ji9srbc,1360616910339.593149,1363727373187,cheaper babes
d5c11a09-6baa-11e1-bb23-5d58d732f3c2,1315679016976.976678,1331493552757,I would like more recommendation on what goes with what
h619pyudwpxymn,1345328152016.340574,1345328438545,search box could be improved..also when you change the page it will just flick back to the top :)..thats all thanks
hd1h8kovdrdc34b,1360578289403.159800,1360578543844,there is no search facility to type in and search on your favorite flower
hau3lbsko0h3s0,1355778627772.351410,1355778684962,Getting the things that are out of stock put back in stock so that we can reserve them for when they are back in stock again?
h8kcc7sm1w8na09,1350834980818.759056,1350839809272,Possibly have ratings for all items of clothing?
ha9yi8nheb36l40h,1354560727231.9558,1354560903738,mY FIRST VISIT I SAW A COUPLE OF PEOPLE WEARING YOUR JACKETS SO HAVE COME TO LOOK
heg2d3ez434i0h5,1363637072384.519251,1363637181671,the layoiut
h4ldsoo11lr9p6w,1342190882004.249156,1342191484073,They layout is simple and effective.
hdc0ebg3de7su89,1359502223358.753957,1361215525973,Its hard to see the length and accurate fit if its just on a mannequin.
habgprhxj06v1,1343400907248.131958,1354652035466,no more randomly jumping back and forth from sterling to euro.
half6v2dizvwo1,1355253862484.857494,1355254079427,Site is excellent
hf0jif8gpcmemx,1364871933947.204753,1364875405810,too much skinny clothing make something for fat people
222,ts1320157334480,1320157334480,i cannot find a top that i liked in the shop
gw1qm5mebz3l3b0a3,1323585446939.419289,1323588885327,is this store located in new york ?
h2p7dguvo5yfbl223,1338064802207.440373,1338068335598,bring back scallop edge vests
h31vk4tiu96xhh,1317057915311.824670,1338834913188,I would love to be able to find the dresses worn on the model- like be directed straight to them
hcp2j3cenunozs,1359827980924.724082,1359828121579,why you dont have that much items on your website!?
hfikdocw6jpc7mo,1365965104707.465965,1365965201572,clothes on models
h6cme2o7ivch16sy,1346013705526.707705,1346014764588,Taking my custom elsewhere.
hd23gzkt3a1jjdjf,1355041317638.510255,1360616259467,cant understand the sizes.
hc9fa8g97q6ky4oj,1356264748650.264995,1358882090808,It would be nice if the prices where in different valutas.
he4bvuk83wfra4a,1357070682260.313466,1362927736745,your range of products are excellent yet your search could be from a wider perspective
haskog7sg6sbin,1355264902300.240975,1355686677723,put the clothes on real models.
h9gd02dw28yozn8,1323859456128.508254,1352771245714,I think this website is fantastic.
h95ug9li0i332uq,1352135286686.167084,1352135410704,the prices are far too dear!
42c88ff5-6568-11e1-bf85-d55e88ea5230,1329072431236.964276,1330807826043,Short movies of a girl wearing the clothes on the catwalk.
hb8edaeitaf7c4,1356643141137.297738,1356643297194,id like it if the clothing would be on sale
hao9suuwjgikgl,1350341227583.150492,1355426338579,maby get some nice satchel bags or some thing like that
4c63ec79-6951-11e1-842d-b15b86b8eac3,1331231589621.726413,1331233488784,All good!
hfmscm7uaydbg658,1361990990471.400673,1366220390425,lower your prices so I can afford things please
het04kz2nebxocp,1364419378882.620709,1364419385488,lower prices.
hbs08ziu1lciws,1357828841689.797547,1357830613067,it shows what we could buy
hddnpbrpek5j3c,1361314452667.978846,1361315467396,I would really like it if you started shipping to Norway..
h67npexf6krrz2ef,1345542282868.110789,1345715034450,unlike other retailers sites it doesnt let you cancel an online order before its been despatched.
hevj8h1qswa2rbhb,1357253997737.776416,1364572440836,I don't like that I can't see an item on a new tab or view it on the same page.
h4uj8iphbpxelkz,1342744051866.306868,1342744271048,cheesecake.
h6i22ae1d0wcbid,1346343306896.196889,1346343391014,Lower prices!!!!!!!!
h9v86hx61ccwhxe,1353670010798.988613,1353670542762,the price can be lower
hc6az800lgbtp,1358693336674.916753,1358693651085,Dont be a loser in this difficult climate.
he8lmf2npqvn9k,1363185790234.660363,1363185815667,Shipping to Canada possible?
hbyagbc5egmghakz,1356612694997.683572,1358208920563,well i'd appreciate if this didn't pop up every time i'm looking for shoes.
haec61zlow57oc,1350306793766.478631,1354825634723,seachring
680,ts1320157334480,1320157334480,prices there to high the geek and dork tops in primark were only å£4.00 come you can beat primark!
hd5l34mfb7rl23,1360826708756.910868,1360826757772,YES iam come here to look flower
haftv3km5dzizjv,1354915754673.323543,1354915803315,its good
h9yk46m033o72l5,1343845176904.574287,1353871922023,YOUR PRICES.
h3vgpmj59sqft7,1340619192987.968020,1340623702299,Option to view the price at euros
ha8nnha8xhbva4fc,1354309619820.618165,1354482154191,I LUV U GUIZE UR AMAZING!!
haa0ayyo5zb2ypb70,1354563774900.344915,1354563891904,i like how you have different styles of coats
hdbqlkt13u5vpbf,1361198644565.348133,1361198802281,Links to all your shoes go straight to homepage!
1399,sp1320157334480,1320157334480,It would be helpful if you made it clear that the price shown did not include VAT
h5eb3l3trneff1sur,1343939737654.619301,1343940433625,MAYBE FOR ONCE HAVE A SALE!!!!
h6akht5uttwy2d,1345671770136.124766,1345890665246,ONLY THING TO IMPROVE?
h9yi8gt8od5ztayh,1353786732567.29586,1353868377491,make things cheaper
he1jirwiehi34ch,1362758899905.553589,1362759674225,well laid out
hd0ra6wfhmdnw9,1360534749806.874159,1360534833699,more tiedye things
h9luac4e1jhcv2hh,1353102287932.158007,1353102500197,fix payment screen
hffszhc705adbuv,1362932810479.369950,1365798221568,get the pastel pink and blue stripy shorts back in a size 6 o 4 !!!!!
heeieg7ld43u70a,1363543087562.710186,1363543241544,make the site quicker at loading things
626,ts1320157334480,1320157334480,nicer shoes at better prices
hae9l7jeleeb7tb,1348775442821.28587,1354821259677,EVERYTHING NOTHING WORKS !
968,sf1320157334480,1320157334480,It's very colourful&#44; which is nice&#44;
hal1y75wjydnoy7,1355231558443.458883,1355231771612,you need to have bigger sized wind cheaters
hczcd2y3t8nivf,1360449252300.504608,1360449815460,fairer pricing and availabilty as on European site
h83dh42850nv4yk,1349809082521.796891,1349809654700,I like that it is easy and simple to use.
299,ts1320157334480,1320157334480,i love all the different angle pictures you give of the products.
hbdfkfti5qny5x,1356947599425.835884,1356948033079,wish youhad models so people who shop online can actually see the fit
haty1huq880fz1db,1355769309711.361051,1355769500645,What a great idea.
he45b28oq9wfxi,1362916449960.226094,1362916523019,make things cheaper
h5mkpsnoc5l13a73g,1340877302030.951728,1344439817707,I love it all.
hassy9a83cop97,1355700280231.233396,1355700877697,it's wonderful; easy to sort and shop
hb7qbp6dgjbvvnq,1356602628723.389767,1356603022388,your sizes come up too small particulary in the ladies
h52v2ie28fg7pl,1343247771940.87901,1343247903435,Remove Designers who have no items registered within the hyperlink
h9x2xzn2xg90c7,1353781920421.678183,1353782415597,I loved when archives was the sale items.
h6qyg2tprix55pb,1346879013281.763009,1346881606172,choice of 360 view on all clothes
hb44iul4figjcc,1316297300699.46474,1356384884063,stop removing items form my shopping bag
86ce4533-6e11-11e1-93bd-bd759bd516fd,1325106458578.ed7b76b24dfd,1331755763613,Have a wish list that I can save items to and then at the end of the month when i get paid I remember what I wanted.
h2maag947879x474,1337891893916.793203,1337891878688,uy68y
h9x1r86733jvb9ow,1353779775426.441961,1353780319166,the fact that things are clear to see is a good thing.
hb5gs2ti2cahtnu,1315507051582.666247,1356466142001,What can be improved- Have images of people wearing all of the clothes to see how they look on.
h8u5fibko6kk0en,1336162842179.8c8511c60e85,1351429279606,lower delivery costs
hfpkjwyxb29wne25,1361758032651.466748,1366388697753,more dresses
h3khfsbcekgekgekg,1332439471202.461545,1339960383995,you could make some things cheaper?.
hb6rai36aun9awrz,1356543943712.962428,1356544159003,I live in Jersey in the Channel Islands and when I clicked on products it just took me to the homepage.
h6i2mc6sqrd2c1c,1346344227317.b06792f6ac7e,1346344534328,You should 'accidently' put the prices wrong on all the new in trainers then i can afford them.
haielru9g9mzxn,1355071446193.605493,1355071566064,very good Joan
hba40uf9k7amuo,1356746797951.768122,1356746999710,its grreat!!
h0tz6zoxvilewjejw,1334003220640.dc65a24c9dcd,1334003386572,jhnhjklnmk
h86avpfz7jbxuuo,1349986029083.5cc631f27f90,1349986168526,Filter by price
ac16a198-6950-11e1-919d-ffe29ea53919,1326217942754.847070,1331233217541,Everything else is sweet.
he07nhow2q3e7zha,1362678496576.197166,1362679888525,i like how clear it is
h7kt6fe0llyfdhuj7,1347974398173.96efe2b81ac5,1348686647440,great and fashion clothes
heos25t51twh0v,1364163960766.821602,1364164507561,Need express delivery.
hav8319b7v79r7,1355846549237.862533,1355846701465,NEED MORE SIZE 9
hbg0dywde8nh2f,1357103429956.580804,1357103776415,check items before yohu ship themmmmmmmmmmmmmmmmmm.....you sent me damaged bag and shoes................waited 10 days to get them now waiting  for dhl to pick them up and another 2 weeks to get money bag........so regret for ordering from you........a few friends complained that you keep sending damaged staff.
h59kfvbuayub8c,1343652913888.dafb72761bf1,1343653340538,Better quality jewellery that doesn't turn green and cheaper prices because of such bad quality
hcz65n1lyjviedb,1360438789842.205219,1360438997959,I like the variety
heperyfi9x9rnbf2,1364202065662.479682,1364202217110,Be less expensive.
h938b3htto5lb60,1343674618168.842946,1351977339447,i like the clothes
hbshixy9zs7r6f3,1346948324849.401641,1357857962536,jackets
hfmlkcgfh5zf40,1355172948093.631214,1366209087837,I like the layout its very easy to navigate around the site.
hb5mkpmawyy3h8,1356475146370.398226,1356475693224,its easy to us and clear
hb59gjq66b1tmr,1356376858092.822245,1356453693630,make it cheaper
hal1y9ezqas2a3o,1352635629661.608692,1355231756553,the tag listed available in sizes 3-12.
hdegoz8jw1qqa0,1347900130354.889548,1361363612662,make it more colourful
hbp4r5k58b4asb34,1357651904515.656276,1357655125338,Store finder could show opening times please
hb0kbltj9dejsb7u,1335722161801.46267,1356169561475,faster responses
h9ssevju47vu1,1353522487465.397061,1353522760975,tgjuiiiiiiiiiiiiiiiiiiiiiiiiiiikluhgggggggggggggggggggggggut yhfyuydhgf
h7q25eu2j7rc6zg,1349003881846.215332,1349004157575,a womens shoe category on the dropdown box
haxujv38ty0arkd,1356005096994.579524,1356008782462,you need to cater for bigger people - your classifications of sizes are a joke
hfmkodzjgbc1ahc,1366206686507.970373,1366207883104,i like how you can put the mouse over an item of clothing and it shows you what it looks like on.
403,ts1320157334480,1320157334480,It's really easy to navigate
hah1fbsxkg876p0,1354032676699.704104,1354988942745,delivery too expensive
hfntque5xwcwc2m,1366282802974.658370,1366283204791,Have a sale section
76c7101d-6946-11e1-a6fc-231c2989c64c,1331228620124.996679,1331228738187,Love the clothing
hemroj9gu4d3v0n,1361564739055.933898,1364042611860,Would complete nicely with Puma Suede!
hexitiedl3qcc86,1364692714238.845655,1364692748599,add more diverse range of race individuals in your photos
hexbeguz39vm5gz,1364680032619.197028,1364680231552,I love alot of the clothes!
ha48746p1vic0u1,1349128890612.627935,1354214263056,Quick checkout
h0jchp1hekgekgekg,1316028234967.984977,1333361076356,the site should have a click and collect in store service.
h0sb398kekgekgekg,1333902278970.715650,1333902872971,poor range of items.
623,ts1320157334480,1320157334480,For example&#44; say I wanted to view tops and skirts at the same time&#44; I could click both tops and skirts and view the clothing from both selections
hb2thwt8673cq0,1356304129694.774610,1356306132408,fhxnhjk
gzk3hir592anyanky,1329840932240.793056,1331229288876,lower the prices?
hc9im21nc88ao86,1358887636618.786696,1358887840336,Individuality
1582,sp1320157334480,1320157334480,Website slow slow slow
hafs8s6x12z1mfxf,1339617274361.662477,1354913863841,I find everything really clear and easy to find.
h0u1u39lftaz6x5jj,1334007858341.89880e54e02e,1334008216579,I wish the pictures were a little bigger--b
hd97nxsfdege4o,1361045961599.977260,1361045471646,Doubt you'll change that though.
h4oc5wwxxya6xk,1342368683207.914530,1342369815976,i love the clothing!
77,ts1320157334480,1320157334480,cheaper prices:)
hect0kcdc7p2kt6i,1363439738895.514898,1363444903352,awesome
1dd6d25a-1bf9-11e1-b480-d1d0592d44b9,1322729066382.619382,1322730169428,I was interested in the Grindle Twill Jacket
h6m44pjmm79bu21,1346587599635.382812,1346589051830,LOVE the layout and set up - easy to navigate around
hekg70g4ewlnjq,1363902225355.971848,1363902485000,put your clothes on models so we can actually see what it looks like on - see asos!
h8u5o3nh9i1ofro,1347894983002.659035,1351428591523,lowering it's prices
h4puyxopb57fnpz,1339090226572.230066,1342462089769,pleeaaaaase take this on board.
693,ts1320157334480,1320157334480,reduce yr prices
hbik8abb0etn8o,1357257706209.412456,1357258139619,make it more easier to view pages
hcezab7ta36ph,1359217960375.542103,1359218003465,colours
gxw6cztst7msa16gu,1327606044241.31d4b1f6fc5b,1327606307528,Some jeans are a bit too pricey ($339.00)
h9hgrdq6ztcd76e,1352836119687.972252,1352838353072,prices too high
h5md210t0rk7ut,1316514591049.285211,1344427013101,information regarding the sizes of your jeans and
h57axolmnxbivj,1343514038558.640082,1343516510047,stop advertising items that are out of stock.
h3olwkxfekgekgekg,1339252197725.117946,1340209128492,get some good shoes
h9ubr2kwbpeh799,1353604468392.91886,1353615751633,the price can auto exchange to euro price.
863bd5c9-224d-11e1-b02a-4523dcdc8749,1322318590338.489290356e6a,1323425555418,very quick and easy
h36854goekgekgekg,1339097306872.791528,1339097622914,its not very easy to naviagte
h9ojpbpq66wvr7rt,1353266054819.857823,1353266202700,more shoes!!!!
hdm2vvsj6anxg7s,1361824047874.489955,1361824130564,the fact that i can see the back and front of the item straight away is really usefull
e8980418-3ea8-11e1-a8d5-874a06f84f32,1326145571193.984965,1326543534089,first time on the site and it was really easy to navigate.
hb1kn6y1chv1va1a,1327965839475.988025,1356230571758,problems in relation to hermes
h5j49xe2vrq2v1,1344230702585.35b3d722a379,1344230872198,discounts and international delivery should also cater to singapore shoppers.
hetce4boi1007oi,1364439782574.770026,1364440819168,Love the site.
87,ts1320157334480,1320157334480,CHEAPER TO DEARRRRRRRRRRR !
h64y9qtfhb7n77m,1345550703603.215824,1345550957339,Why didnt the free delivery show?
1135,sf1320157334480,1320157334480,But I can't be sure on this website whether I am shipping to the correct Dominica.
1232,sp1320157334480,1320157334480,Add more corner desks to your range (and more sturdy-looking ones)
hfiqnh7g5wjiy1l8,1365975504684.887717,1365975676441,improve on everything
516,ts1320157334480,1320157334480,MAKE IT CHEAPER
haof3t5npn7dup4,1355434590877.63152,1355435225557,cheaper clothes price wise lol (never gonna happen)!
hb86furcupvspc,1356629590855.948122,1356629994515,sizes
h3o86aghekgekgekg,1340185967059.871297,1340186993479,Dislike this ecommerce for this purpose.
h0c7emhtekgekgekg,1332928823384.753367,1332929314175,i like how convenient it is to pin/ save while browsing.
h2t107tfekgekgekg,1338299495983.104067,1338300087304,ITS KL
h9nbwas8l31iz1x,1353192524001.161796,1353192755366,The site has a lot of variety of sneakers which in some countries are not possible to find.
hfe82cvz7z8zsh,1365702468241.156154,1365702689017,Put the prices down!
hbbihzgy9jdea3x2,1356831538473.499979,1356831617725,i want to apply for a store card
hflh1stxy1sr8k8,1342518712468.527841,1366141780892,offer refunds!!!
hbdjgvcdyu7vx6,1356954145894.144835,1356954257445,way to expensive
hcqdyazswm3cnc,1359907190105.312738,1359907807460,its very straightforward
hb9rkhm70g2o41o,1356725627064.379354,1356725970204,doesnt have whats in the shop
h13stw1cekgekgekg,1334596708272.ec190663e75c,1334597533396,make it cheaper £40.00 for a paie of shoes :o shocking!
hesvfwrhokud94q,1364411470463.875614,1364412366191,it is very slow and takes time to load
haig86ukk0b88bh,1355074255880.934368,1355096009087,for such a big high street store the website is quite plain and boring.
hbpi5s2ztwu79ug,1350679173693.312708,1357678026199,yes this site is amazing u dont need to improve on anything!
h7mvvveoo2at5ar,1348812076973.203818,1348812127667,product closeup issue
hdkoxsajq234ff2,1361740149836.831463,1361740221262,more colourful bright colours bolder writing
h14fgc6aekgekgekg,1325730086370.718528,1334635449675,When looking at an item you could show other products that work well with the item being viewed - i.e use this top to get this look
h6a9j3lqybd9y,1345871673746.667592,1345872217847,i can't find any page on it !!!!
h7bp1qp4ap3kbce,1332288132131.499598,1348135568810,allow some sort of student/staff discount
h3kk9ypiekgekgekg,1339408879975.438975,1339964639177,MORE SALES.
h7z2s6ykcr57s6jo,1336823676142.796687,1349549704382,have more stock
h0j3vrwr98fm4yi18,1333346167733.26b51bc3da3a,1333346269875,inseam of the jeans according to size .
hao2173iv7gy3i7,1355413206492.278244,1355413275664,lk;ihol;lhoiu8
h29n45p3oe0bslt,1337127375059.765995,1337127286572,lower the prices
haa4mwvc9drq318f,1348042991107.61909246bf48,1354571694187,I like it how it is
ha6m08dwaxh65h8h,1354358318106.975223,1354358480720,ersyxcgkyvhbjkpkojihgf
hawxeg3ram6jce,1355949176224.294277,1355949676822,have more sales
4f9573cd-6bb6-11e1-8685-912d2d4fc3a3,1316107377170.380445,1331496460784,it's clean with a good layout
h9vnvlx913e63,1353696352262.232540,1353696478804,should do mens size extra small
hbtfv22adqdj63q,1357915511480.199467,1357915778679,I've used Firefox and explorer
h0ikr6m0ekgekgekg,1333313888338.32fadd52c23b,1333314081470,it's great
he8v37cscqo3gpj9,1363201666851.257227,1363201632612,split into catogorise i.e teen adults ect
hbi6gqdnfy0jkwo,1342869923497.2342cc30576c,1357242141532,please lower your prices so us poor people can buy too.
hfddk2rmok093c,1365651263536.107081,1365651393428,hmm increase your shoe sizes some of us are size 43 boo hoo not found a right shoe.
hd9b5qp2ec7jt,1361051865359.680983,1361051935412,I would like to find sporty clothing in the category.
hacycc6gsebaymd,1354741483114.105515,1354742086994,shoes :)
hfh9h5t7bmzjh7m,1365886356801.537951,1365886627386,style tips would be good - putting items together like a look book type of thing.
h4re41ivznovehz,1342553669121.569688,1342554258024,exaquisite
1445,sp1320157334480,1320157334480,more coulour pencils and pens and make some prices lower
hb3inevo46kn92o,1356347962965.396734,1356348193046,omg i luv it
hcj759meh85j4mw,1359473038068.625482,1359473106712,great!
hc66v6vyjf5wix,1358686471358.351974,1358686590500,have all in ones
gwnvc4gmb1vysiify,1324926990461.432965,1324927601448,More naked women.
hd3jw56bo0v9nz,1353257882590.649101,1360706800905,Please provide more images.
1026,sf1320157334480,1320157334480,Hi - just trying to find the ??9.99 bunch and can't see it easily
416,ts1320157334480,1320157334480,its too expensive
71,ts1320157334480,1320157334480,cheaper prices
heogq37ehqqc56,1363723587265.734972,1364145200378,more versatile sizes
h0mhmnacekgekgekg,1333549929835.edc79daa6482,1333550556534,REDUCE YOUR PRICES!!
hbuyk433p45iwcg,1342032240548.516183,1358007943800,perhaps show models wearing the items...?
hf6qwm48564w61i,1359507578376.813270,1365250822518,provide student discount like asos and other competitors.
hesi7c5na7b62c1y,1352983978736.207909,1364389366655,ideally have all clothes on models rather than mannequins so can see where sit on knees/ankle/arm OR would be nice to have measurements of sleeve length on dresses shoulder to hem etc
hateiz0wfz7iw,1354621424028.419362,1355736646246,nothing
107,ts1320157334480,1320157334480,DONT BE SO EXPENSIVE
